NAME,SEASON,DREB/G,OREB/G,REB/G,PF/G,A/G,TO/G,A/TO,STL/G,BLK/G
Lauryn Manaigre,2022,0.8,1.3,2.1,0.6,0.3,0.9,0.3,0.2,0.2
Emily Johnson,2022,0.4,1.5,1.9,1.0,0.5,1.1,0.5,0.6,0.1
Emerson Martin,2022,0.9,2.4,3.3,2.4,0.6,2.3,0.3,0.3,0.1
Izabella Marquez,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lana Shypit,2022,0.6,2.6,3.2,1.6,1.1,1.9,0.6,1.0,0.2
Sarah Rinsky,2022,0.1,1.7,1.8,0.5,0.8,1.2,0.6,1.0,0.0
Bella Gaulden,2022,0.4,1.4,1.8,2.2,3.0,3.0,1.0,1.8,0.0
Maddison Hooper,2022,0.3,0.5,0.8,1.0,0.5,0.5,1.0,0.7,0.0
Isabella Faba,2022,0.4,0.4,0.8,0.3,0.4,1.6,0.2,0.6,0.0
Jordan Blaskin,2022,0.5,2.2,2.7,3.8,2.2,2.1,1.1,2.0,0.0
Marissa Richards,2022,0.3,1.5,1.8,0.5,0.0,4.5,0.0,1.3,0.0
Julia Summers,2022,0.8,0.9,1.6,0.4,1.4,3.1,0.5,0.5,0.0
Abbey Wilkinson,2022,0.4,2.5,2.8,2.0,0.6,2.9,0.2,1.4,0.0
Megan Wellinghurst,2022,1.2,1.5,2.7,1.6,0.3,1.0,0.3,0.5,0.1
Rachel Osczevski,2022,2.4,3.5,5.9,2.4,0.9,1.6,0.6,0.9,0.0
Tanis Metcalfe,2022,1.1,4.1,5.3,3.0,1.1,2.4,0.5,1.7,0.8
Jenika Martens,2022,2.1,3.4,5.6,2.6,1.0,4.1,0.2,2.1,0.2
Jamie Lalor,2022,1.3,4.2,5.5,1.8,2.9,4.3,0.7,2.7,0.1
Nora Luca,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Brittany Janzen,2022,0.5,1.3,1.8,0.3,0.2,0.8,0.2,0.4,0.1
Maddy Stata-Luzentales,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex McLaren,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maggie Smith,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiara Ker,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madeleine Tell,2022,1.0,1.5,2.5,1.4,2.3,2.4,0.9,0.6,0.3
Eden Wells,2022,1.0,1.0,2.0,2.0,2.5,4.0,0.6,1.0,0.0
Dayna Pearce,2022,1.1,2.3,3.4,1.2,2.1,1.4,1.5,0.9,0.3
Rachel Vanderhooft,2022,0.6,1.6,2.3,0.5,0.2,0.5,0.3,0.4,0.4
Faith Reid,2022,0.4,4.3,4.8,1.4,1.2,2.1,0.6,1.1,0.0
Cara Misskey,2022,1.1,2.1,3.2,2.5,4.7,3.8,1.2,1.1,0.1
Naomi Kent,2022,0.3,0.5,0.7,0.5,0.2,0.7,0.3,0.0,0.0
Maddy Seida,2022,0.8,1.4,2.2,1.5,0.5,1.7,0.3,0.2,0.1
Brenna Metz,2022,0.6,0.6,1.3,0.7,0.2,0.4,0.5,0.3,0.1
Zoe Hartmann,2022,1.4,1.5,2.9,2.4,0.6,1.6,0.3,0.5,0.1
Jade Belmore,2022,2.9,5.8,8.7,2.0,3.8,2.3,1.7,1.5,0.6
Kaitlyn Tonita,2022,1.0,3.0,4.0,1.1,1.1,0.7,1.5,0.5,0.0
Lauren Hodgins,2022,0.9,1.8,2.7,0.4,0.5,0.5,1.0,0.2,0.0
Julia Vydrova,2022,2.4,3.9,6.3,2.3,1.8,1.1,1.6,0.6,0.7
Skyla Kasick,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marissa Rodde,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maren Tunison,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anna Maelde,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Libby Epoch,2022,0.7,3.8,4.4,1.6,4.4,3.7,1.2,2.3,0.3
Amina Kameric,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carly Ahlstrom,2022,1.3,6.1,7.4,2.4,1.2,3.0,0.4,1.4,0.9
Tea DeMong,2022,1.5,2.5,4.0,1.4,0.4,1.6,0.3,1.1,0.6
Gage Grassick,2022,1.1,2.5,3.5,1.7,1.1,1.2,0.9,1.5,0.3
Katriana Philipenko,2022,0.4,1.3,1.7,1.1,1.6,1.4,1.1,1.7,0.2
Andrea Dodig,2022,0.8,3.2,4.0,2.3,1.6,1.5,1.1,1.5,0.1
Lucia Zilinska,2022,0.8,1.0,1.8,1.6,0.0,0.8,0.0,0.2,0.2
Claudia Lomba viana,2022,1.0,1.0,2.0,0.9,1.4,1.2,1.2,0.6,0.2
Ella Murphy wiebe,2022,1.3,1.1,2.5,0.8,0.4,0.7,0.5,0.5,0.0
Summer Masikewich,2022,3.6,6.0,9.6,2.1,2.0,2.9,0.7,1.2,1.6
Erin Kehrig,2022,0.4,0.6,1.0,0.2,0.3,0.1,3.0,0.2,0.0
Janaya Brown,2022,0.6,0.7,1.3,0.5,0.5,0.4,1.4,0.1,0.0
Courtney Primeau,2022,0.9,1.0,1.9,0.8,0.1,0.4,0.3,0.0,0.1
Oluwatito Akinnusi,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karishma Rai,2022,0.3,0.6,0.9,0.6,0.4,0.4,1.0,1.0,0.1
Megan Rouault,2022,1.8,3.3,5.2,1.2,1.6,2.4,0.7,1.2,0.2
Jessica Orr,2022,0.4,0.6,1.0,1.7,1.0,2.6,0.4,0.8,0.0
Kelsey Cruz,2022,1.2,0.8,2.0,1.6,1.7,1.5,1.1,0.8,0.0
Priyanca Sundher,2022,0.6,0.6,1.2,0.8,0.9,2.2,0.4,1.1,0.1
Danijela Kovacevic,2022,0.6,2.1,2.7,1.8,2.9,2.9,1.0,1.3,0.0
Maggie Fehr,2022,1.3,1.2,2.5,2.2,0.4,0.8,0.5,0.9,0.2
Nya Derkach,2022,1.4,1.4,2.8,1.7,0.4,0.6,0.6,0.4,0.4
Keerat Sidhu,2022,1.3,0.3,1.7,0.5,0.0,0.2,0.0,0.3,0.2
Amira Jensen,2022,0.1,0.3,0.4,0.3,0.5,0.8,0.5,0.2,0.0
Carley Smigel,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anneke Cairnie,2022,1.6,5.9,7.5,2.3,0.5,2.1,0.2,1.1,0.2
Josie Mackie,2022,1.1,3.2,4.3,1.4,0.8,1.4,0.5,0.6,0.3
Kyla Smith,2022,0.9,1.9,2.8,1.4,1.5,2.4,0.6,1.2,0.0
Elana Sireni,2022,0.6,3.4,3.9,1.6,0.2,1.9,0.1,0.8,0.4
Nicole Fransson,2022,3.6,7.6,11.1,2.8,2.9,2.5,1.2,1.5,1.0
Jayden Gill,2022,1.5,1.9,3.4,1.6,3.5,2.5,1.4,1.7,1.0
Shemaiah Abatayo,2022,0.3,2.4,2.7,1.1,1.3,1.6,0.8,0.7,0.2
Kailey Reimer,2022,0.6,1.6,2.1,0.7,0.6,0.8,0.7,0.6,0.1
Jolene Vlieg,2022,1.7,4.7,6.4,2.4,1.0,2.9,0.3,0.9,0.5
Ava Krepp,2022,0.1,0.2,0.3,0.2,0.0,0.3,0.0,0.2,0.0
Kianna Wiens,2022,1.1,2.9,4.1,1.1,3.1,2.9,1.0,1.4,0.0
Hailey Van Roekel,2022,0.9,3.9,4.8,1.3,1.5,1.6,1.0,1.0,0.4
Tegan McArthur,2022,0.1,0.1,0.2,0.6,0.1,0.0,0.0,0.2,0.0
Nicola Peters,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jenna Gill,2022,0.5,0.8,1.3,1.2,0.9,0.8,1.1,0.3,0.0
Ose Obetoh,2022,0.5,0.3,0.8,1.3,0.1,0.3,0.4,0.3,0.1
Gracie Corneau,2022,0.5,0.7,1.2,1.4,0.2,0.7,0.3,0.2,0.0
Ella Parker,2022,0.0,1.0,1.0,1.3,0.0,0.5,0.0,0.3,0.0
Kate Johnson,2022,0.6,3.3,3.9,2.8,3.3,4.1,0.8,2.9,0.2
Azalya Forstbauer,2022,1.7,1.7,3.4,1.9,0.7,1.1,0.6,1.3,0.3
Sofia Bergman,2022,2.5,3.0,5.5,1.5,2.5,4.0,0.6,1.5,0.0
Katrina Fink,2022,0.1,0.5,0.6,0.3,0.2,0.7,0.3,0.0,0.1
Hailey Counsell,2022,1.3,2.0,3.3,2.0,0.6,2.7,0.2,1.2,0.0
Katie Hartman,2022,1.2,1.9,3.2,2.2,1.7,0.9,1.8,1.1,0.4
Kiara Kozak,2022,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0
Sara Toneguzzi,2022,0.4,0.9,1.4,1.7,1.2,1.3,1.0,0.6,0.0
Olivia Weekes,2022,2.2,4.2,6.4,2.7,0.9,1.7,0.5,1.6,0.5
Ryann Kristmanson,2022,0.1,0.9,1.0,0.4,0.3,0.8,0.4,0.1,0.0
Sophia Kramer,2022,0.0,0.8,0.8,0.9,1.0,1.1,0.9,0.5,0.0
Dina Strujic,2022,2.0,4.1,6.1,1.9,0.7,1.1,0.6,0.6,0.4
Olivia Morgan-Cherchas,2022,0.8,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Madison Legault,2022,2.9,2.5,5.4,3.0,1.6,2.0,0.8,1.5,0.9
Emily Martindale,2022,1.0,3.0,4.0,1.8,1.3,1.9,0.7,0.9,0.0
Teigan Manson,2022,0.1,0.1,0.2,0.2,0.1,0.2,0.5,0.0,0.1
Kasey Patchell,2022,0.1,0.0,0.1,0.4,0.6,0.6,0.9,0.2,0.0
Alessia Brutto,2022,0.9,2.4,3.3,1.4,2.2,1.3,1.6,1.5,0.2
Lauren Foullong,2022,0.4,1.0,1.4,1.0,0.3,0.9,0.4,0.2,0.2
Nicole Pajic,2022,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
Melaina Corrado,2022,0.0,0.0,0.0,1.0,0.0,1.3,0.0,0.3,0.0
Lucy Faba,2022,0.5,2.5,3.0,0.5,1.5,1.5,1.0,0.0,0.0
Surprise Munie,2022,1.6,4.2,5.7,2.4,2.5,3.8,0.7,2.1,0.1
Brianna Falk,2022,1.9,3.8,5.7,1.7,0.7,1.8,0.4,1.6,0.5
Jaeli Ibbetson,2022,3.6,5.1,8.6,2.1,2.5,2.8,0.9,1.6,0.8
Kelsey Watts,2022,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Tessa Burton,2022,0.6,1.3,1.9,1.2,0.2,1.0,0.2,0.1,0.0
Rachel Hare,2022,0.7,1.9,2.6,0.6,1.4,1.4,1.0,0.7,0.1
Emily Instant,2022,0.7,1.2,1.9,0.9,0.2,0.6,0.3,0.1,0.4
Kelsey Falk,2022,6.3,4.9,11.2,3.1,1.3,2.5,0.5,2.1,1.2
Aiko Williams,2022,0.2,1.5,1.7,0.8,0.9,1.1,0.8,0.5,0.0
Abby Smith,2022,1.1,2.4,3.4,1.5,0.5,1.5,0.3,0.4,0.8
Tori Kaczynski,2022,0.7,1.0,1.7,0.8,0.3,0.3,0.8,0.3,0.1
Ece Karahan,2022,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
Krista Carlson,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rachel Hall,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikki Cabuco,2022,0.2,2.8,3.0,2.1,2.9,2.8,1.0,2.2,0.1
Google Sidhu,2022,0.3,0.6,0.9,1.5,0.8,1.1,0.8,1.0,0.0
Madison Draayers,2022,0.2,0.6,0.8,0.6,0.2,0.6,0.3,0.3,0.0
Maddy Gobeil,2022,1.1,5.9,6.9,2.5,3.2,3.1,1.0,2.6,0.2
Victoria Jacobse,2022,1.1,4.6,5.7,3.4,2.2,2.0,1.1,1.1,0.6
Alexis Worrell,2022,0.8,2.6,3.4,1.6,1.8,0.6,3.1,1.1,0.0
Charley Arnold,2022,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.0,0.0
Natalie Rathler,2022,2.4,2.1,4.5,3.1,2.1,2.9,0.7,1.2,0.1
Hannah Gillingham,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia Tuchscherer,2022,1.9,3.7,5.6,3.3,1.9,1.5,1.3,0.6,0.8
Esther Allison,2022,0.3,0.8,1.1,0.5,0.3,0.3,1.0,0.1,0.1
Madeline Beerwald,2022,0.3,0.3,0.5,0.5,0.3,0.5,0.5,0.5,0.0
Deanna Tuchscherer,2022,1.6,6.0,7.6,2.3,3.0,3.7,0.8,1.2,1.0
Cevanna Carlson,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anastasia Soltes,2022,0.7,1.4,2.1,1.9,2.3,2.4,1.0,1.3,0.1
Sarah Kuklisin,2022,0.4,2.4,2.8,2.6,1.2,2.4,0.5,1.6,0.0
Lucy Guan,2022,0.2,1.7,1.8,1.6,2.7,1.7,1.5,0.9,0.2
Hanna Busic,2022,0.0,0.3,0.3,0.5,0.2,0.3,0.5,0.0,0.0
Taylor Blais,2022,0.2,0.3,0.5,0.5,0.3,0.5,0.5,0.3,0.1
Alina Shakirova,2022,1.8,4.9,6.7,1.9,2.8,3.0,0.9,1.9,0.1
Rebecca Landry,2022,0.9,1.7,2.6,0.8,2.3,2.1,1.1,0.9,0.0
Laura Garmendia Garcia,2022,1.4,3.1,4.4,2.5,0.4,1.2,0.4,0.5,0.2
Jenna Korolek,2022,0.3,0.7,1.0,0.6,0.2,0.5,0.4,0.2,0.0
Svetlana Boykova,2022,3.8,8.3,12.1,2.2,2.4,2.1,1.2,1.6,0.3
Maggie Mowser,2022,0.0,1.0,1.0,0.7,0.3,1.3,0.3,0.0,0.3
Emma vanBruinessen,2022,2.5,3.6,6.1,3.2,0.5,2.5,0.2,1.0,0.2
Adaiah Tupas-Singh,2022,0.2,0.8,1.0,0.3,0.2,1.2,0.1,0.0,0.0
Hannah Walline,2022,0.0,0.3,0.3,0.5,0.3,0.6,0.4,0.5,0.0
Calli Mcmillan,2022,0.4,4.2,4.6,3.0,3.8,3.1,1.2,1.3,0.0
Tana Pankratz,2022,1.5,5.2,6.7,2.7,2.4,1.7,1.4,1.1,1.9
Brooklyn Walbaum,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooklyn White,2022,2.1,2.4,4.5,1.2,0.8,1.2,0.7,0.2,0.2
Sierra Reisig,2022,0.2,1.3,1.5,1.8,1.0,1.6,0.6,0.6,0.1
Ashlyn Day,2022,1.3,2.3,3.7,0.8,2.6,2.6,1.0,1.1,0.2
Aleah Ashlee,2022,2.8,4.6,7.4,1.9,2.0,2.0,1.0,1.1,0.1
Nicole Torozan,2022,0.5,1.5,1.9,1.0,0.7,1.5,0.5,0.3,0.0
Abigail Becker,2022,1.2,1.4,2.6,1.1,0.4,0.8,0.4,0.2,0.6
Mimi Sigue,2022,1.3,2.7,4.0,1.7,1.3,1.7,0.8,0.7,0.3
Karsen Look,2022,0.9,2.4,3.3,1.6,0.4,1.5,0.3,0.8,0.8
Meike Boerstra,2022,1.2,1.6,2.8,1.2,0.5,0.8,0.7,0.2,0.0
Juliette Kladko,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyanna Giles,2022,2.7,5.7,8.4,3.0,5.3,2.8,1.9,2.2,0.4
Maltha Uwambajimana,2022,0.3,0.2,0.5,0.3,0.4,0.4,1.0,0.2,0.0
Anna Kernaghan,2022,1.2,3.9,5.1,1.5,3.2,2.6,1.2,2.4,0.5
Keylyn Filewich,2022,3.8,6.8,10.5,2.2,2.6,2.8,0.9,2.1,1.1
Kyana Wonnacott,2022,0.2,0.2,0.4,0.9,0.1,0.5,0.2,0.3,0.0
Katrina Rogan,2022,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
Robyn Boulanger,2022,0.9,1.6,2.5,1.3,2.7,1.2,2.3,1.6,0.0
Mik Funk,2022,0.5,1.3,1.8,1.1,0.1,0.4,0.3,0.2,0.1
Faith Hezekiah,2022,2.3,3.8,6.1,2.1,2.0,2.6,0.8,1.6,0.4
Jessica van Dyck,2022,1.1,2.6,3.6,0.6,0.7,1.4,0.5,0.9,0.3
Jillian Duncan,2022,2.1,3.5,5.6,2.1,0.4,1.4,0.3,0.8,0.4
Alyssa Porco,2022,0.2,0.8,1.0,0.8,0.0,0.2,0.0,0.0,0.0
Priscilla Sanusi,2022,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0
Deborah Nkiasi,2022,1.1,1.1,2.2,1.2,0.4,0.9,0.4,0.5,0.1
Abby Benson,2022,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0
Sandy Saunders,2023,1.4,3.8,5.2,1.2,1.6,1.3,1.3,1.0,0.1
Haley McDonald,2023,0.4,4.4,4.7,2.6,4.6,3.0,1.5,1.6,0.1
Megan Hebert,2023,0.3,0.9,1.2,0.7,0.4,0.4,0.9,0.2,0.0
Amelie Bouchard,2023,0.3,0.0,0.3,0.9,0.6,0.3,2.0,0.0,0.0
Ryan George,2023,0.3,1.1,1.4,1.1,0.5,0.4,1.3,0.4,0.4
Bianca Helmig,2023,0.4,1.8,2.2,2.3,3.2,2.6,1.2,1.5,0.1
Olivia Moller,2023,0.2,0.6,0.7,1.1,0.3,0.5,0.7,0.3,0.0
Elizabeth Iseyemi,2023,1.8,6.2,8.1,2.6,2.4,2.4,1.0,1.8,0.6
Jewel Woolfitt,2023,0.0,0.0,0.0,0.2,0.2,0.5,0.3,0.2,0.0
Taya Dixon,2023,0.7,0.7,1.3,1.1,0.2,0.6,0.3,0.3,0.0
Tegan Reynolds,2023,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
Sophie Atkinson,2023,1.2,2.3,3.5,1.5,0.8,0.6,1.4,0.7,0.4
Sarah Delorey,2023,2.8,5.2,8.0,2.4,1.5,1.4,1.0,1.0,1.2
Samantha Russell,2023,0.8,3.8,4.6,1.1,1.1,1.8,0.6,1.0,0.7
Julia Sylvester,2023,0.8,1.6,2.5,1.5,1.0,0.9,1.1,0.5,0.5
Leandra Hersey,2023,0.4,0.7,1.1,1.3,0.7,1.3,0.5,0.5,0.1
Chermensa Van la par,2023,0.5,2.1,2.5,2.6,3.0,2.1,1.4,0.8,0.1
Darah Fleurgin,2023,1.8,4.2,6.0,2.8,0.8,1.5,0.5,0.8,1.1
Abby Linehan,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristen Taylor,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhianna MacDonald,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannah Smith,2023,0.3,1.9,2.1,1.3,1.4,1.1,1.3,0.5,0.9
Claudia Pellerin,2023,0.4,0.8,1.1,0.4,0.8,0.6,1.2,0.6,0.0
Mackenzee Ryan,2023,0.8,2.8,3.5,1.3,4.9,4.8,1.0,1.3,0.0
Hailey Macleod,2023,1.9,4.5,6.3,2.5,0.6,1.8,0.3,0.3,0.1
Pilar Rodriguez Ortiz,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiyara Letlow,2023,5.8,10.8,16.6,2.3,1.0,3.1,0.3,1.1,1.1
Catherine Lallemant-,2023,0.5,2.1,2.6,0.7,0.4,0.7,0.7,0.0,0.1
Eirin Vreim holm,2023,0.3,0.8,1.1,0.6,0.1,0.1,0.5,0.2,0.2
Emma Ward,2023,0.5,0.8,1.3,1.7,1.3,1.7,0.8,0.6,0.1
Lindsay Black,2023,0.3,1.7,2.0,1.7,0.2,1.3,0.1,0.5,0.2
Katie Crombeen,2023,0.7,1.5,2.2,1.7,0.9,1.5,0.6,0.8,0.1
Jasenda Horsman,2023,0.4,0.5,0.9,0.5,0.3,0.9,0.4,0.3,0.1
Anjuli Gosal,2023,0.0,0.1,0.1,0.7,0.3,0.4,0.8,0.2,0.0
Abby Carpenter,2023,0.7,0.9,1.7,1.3,0.1,1.2,0.1,0.3,0.2
Anna Parsons,2023,1.2,4.8,6.0,2.6,0.8,1.9,0.4,1.3,0.1
Madeleine Maillet,2023,0.2,0.6,0.8,0.5,0.3,0.2,1.3,0.2,0.0
Sarah Valley,2023,0.7,1.6,2.3,1.1,0.9,2.1,0.4,0.8,0.1
Andrea Hebert,2023,1.2,2.7,3.9,2.5,0.8,1.6,0.5,1.1,0.5
Kelsey Crocker,2023,0.7,2.2,2.9,1.2,0.6,0.2,2.5,0.6,0.1
Katie Wuotila,2023,0.9,1.4,2.3,2.0,0.3,1.4,0.2,0.1,0.3
Gracie Dalton,2023,1.4,2.1,3.5,1.6,1.0,1.2,0.9,0.8,0.2
Mercy Olugu,2023,1.9,3.3,5.2,2.2,1.4,3.0,0.5,0.8,0.0
Malva Gyllenhammar Ekelof,2023,0.4,1.1,1.5,0.7,0.5,0.9,0.5,0.2,0.1
Emma Power,2023,0.6,2.4,3.0,1.4,0.9,1.1,0.8,0.3,0.0
Alana Short,2023,1.9,4.1,6.1,1.8,1.7,1.8,1.0,1.2,0.9
Rebecka Ekstrom,2023,0.5,1.9,2.4,0.6,1.9,1.8,1.1,0.9,0.1
Alyssa Jenkins,2023,1.1,2.8,3.9,2.2,0.9,1.7,0.6,1.1,0.2
Laura Murray,2023,0.1,0.8,0.9,1.2,0.2,0.6,0.4,0.4,0.0
Eavan McLaughlin,2023,0.6,0.5,1.1,1.1,0.2,0.6,0.3,0.4,0.0
Erin Long,2023,1.4,1.8,3.2,1.3,0.9,0.5,1.9,0.6,0.9
Ines Salat Margarit,2023,2.1,4.2,6.3,2.9,4.5,2.8,1.6,2.1,0.3
Hannah Green,2023,1.3,3.8,5.1,1.6,0.6,1.2,0.5,0.4,0.3
Caroline Jardine,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sarah-Kim Cote,2023,0.8,0.6,1.5,0.4,0.1,0.3,0.4,0.2,0.0
Brooke LeDevehat,2023,0.0,0.4,0.4,0.3,0.7,0.4,1.5,0.1,0.0
Mackenzi Chapman,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabrielle Roche,2023,2.2,4.6,6.8,2.5,0.5,1.1,0.5,0.5,0.4
Katelyn Power,2023,0.8,3.5,4.3,2.3,0.9,1.4,0.7,1.0,0.7
Courtney Donaldson,2023,0.6,2.3,2.9,1.3,1.8,1.6,1.2,0.8,0.1
Sarah Forgie,2023,1.4,1.1,2.5,1.2,0.7,0.9,0.8,0.3,0.1
Clara Gascoigne,2023,1.1,3.0,4.1,1.3,2.0,1.3,1.6,1.6,1.1
Alaina McMillan,2023,0.7,2.5,3.2,1.4,3.6,2.5,1.4,1.3,0.0
Aiyanna Empringham,2023,0.1,0.3,0.4,0.3,0.0,0.6,0.0,0.0,0.0
Marlo Steenbakkers,2023,1.3,3.7,5.0,2.5,0.6,0.6,1.0,0.5,0.5
Isabella MacKay,2023,0.4,0.4,0.9,0.9,0.0,0.5,0.0,0.3,0.1
Sophia Widmeyer,2023,1.1,3.6,4.8,1.9,1.4,1.5,0.9,1.1,0.2
Lucina Beaumont,2023,1.5,5.3,6.8,1.7,1.2,1.6,0.7,1.1,0.9
Kristin Holt,2023,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Aki Kobayashi,2023,0.9,1.8,2.8,1.8,1.9,1.8,1.1,1.1,0.1
Georgia Williams,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katie Upham,2023,0.8,3.3,4.2,2.0,3.9,2.6,1.5,1.3,0.2
Mali Straker,2023,0.5,2.8,3.3,0.7,0.6,0.8,0.7,0.3,0.0
Avery Walker,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ekaterina Karchevskaya,2023,0.9,2.7,3.7,2.1,1.7,2.4,0.7,0.3,0.1
Laia Torrent,2023,0.2,1.5,1.7,1.9,1.4,0.9,1.5,0.9,0.0
Jaya D'Souza,2023,0.3,1.1,1.4,1.1,0.5,1.1,0.5,0.1,0.1
Courtney Taylor,2023,0.2,0.8,1.0,0.8,0.2,0.4,0.5,0.0,0.0
Elizabeth Kennedy,2023,0.6,1.3,1.8,1.2,0.3,0.9,0.3,0.3,0.1
Melina Collins,2023,0.8,2.3,3.1,1.8,0.9,2.9,0.3,0.8,0.1
Sarah Mowat,2023,0.3,0.3,0.7,0.6,0.2,0.6,0.4,0.0,0.0
Aliyah Fraser,2023,0.5,3.5,4.0,1.8,1.1,2.3,0.5,0.5,0.2
Lauren Neeve,2023,0.8,1.8,2.6,2.2,0.6,0.9,0.6,0.4,0.2
Kira Atherley,2023,0.8,1.4,2.2,1.9,0.4,1.3,0.3,0.3,0.1
Kristine Cooper,2023,0.7,2.5,3.1,1.3,1.4,0.9,1.6,1.4,0.2
Kylee Speedy,2023,0.3,0.7,1.0,0.7,1.5,1.5,1.0,0.6,0.1
Marley Curwin,2023,0.3,1.6,1.9,2.5,4.3,2.9,1.5,1.3,0.1
Ann Bastien,2023,0.1,0.4,0.5,0.5,0.0,0.5,0.0,0.1,0.0
Madalynn Kean,2023,0.8,1.1,1.8,0.7,0.5,0.5,1.0,0.3,0.1
McKinley Bezanson,2023,0.1,1.1,1.3,0.4,1.0,0.6,1.8,0.3,0.0
Jayda Veinot,2023,1.3,4.9,6.2,2.4,2.6,1.9,1.4,1.9,0.6
Alexanne L'Heureux,2023,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
Erin Ingalls,2023,2.2,2.6,4.8,1.9,1.6,1.2,1.3,0.6,0.7
Leah Travers,2023,0.2,0.6,0.7,0.9,0.1,0.4,0.3,0.3,0.2
Katie McAffee,2023,0.8,3.0,3.9,1.1,2.8,1.6,1.8,1.1,0.3
Ellen Hatt,2023,0.5,0.7,1.2,2.1,0.6,0.8,0.8,0.4,0.1
Katie Butts,2023,2.3,4.8,7.1,1.9,0.5,1.5,0.3,0.3,1.1
Jennifer Nkuah,2023,1.7,3.0,4.7,2.8,0.9,1.1,0.8,0.4,1.1
Jolianne Guay,2023,1.7,3.9,5.5,1.6,1.6,1.4,1.1,0.7,0.6
Sydney Whitlock,2023,0.6,0.5,1.1,0.3,0.4,0.2,1.5,0.2,0.0
Sydney Lawlor,2023,0.3,0.9,1.2,0.6,0.6,0.8,0.8,0.1,0.1
Sydney Cummins,2023,1.7,4.0,5.7,1.9,1.0,1.4,0.7,0.9,0.3
Grace Lancaster,2023,0.9,0.8,1.6,1.5,0.9,1.5,0.6,0.6,0.1
Samantha Zoffranieri,2023,0.3,1.3,1.6,0.3,0.3,0.4,0.8,0.9,0.0
Alicia Bowering,2023,0.8,2.1,2.9,1.6,1.4,2.4,0.6,1.1,0.6
Lauren Rainford,2023,0.7,4.2,4.8,2.0,3.5,3.1,1.1,2.1,0.8
Reilly Sullivan,2023,0.0,0.2,0.2,0.2,0.2,0.2,1.0,0.2,0.0
Lauren Hainstock,2023,0.1,0.8,0.9,0.6,0.1,0.3,0.3,0.0,0.3
Devon Lawlor,2023,1.4,2.4,3.8,1.8,1.6,1.8,0.9,0.9,0.1
Aiden Rainford,2023,1.6,4.8,6.4,2.6,1.0,1.0,1.0,1.0,0.9
Elise Plaschka,2023,0.9,1.3,2.2,1.1,0.4,0.6,0.7,0.1,0.1
