NAME,SEASON,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,PPG
Carmen Lapthorne,2010,3.5,7.9,44.1,1.2,4.1,29.7,0.2,0.5,44.4,8.4
Debbie Yeboah,2010,5.1,12.5,40.4,0.9,3.1,30.9,3.8,4.4,85.0,14.8
Ashley Yee,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allison Mulock,2010,0.2,0.6,33.3,0.1,0.4,25.0,0.1,0.2,50.0,0.6
Jane Anholt,2010,1.1,2.9,37.7,0.0,0.4,0.0,1.2,2.0,58.3,3.4
Natalie Janssens,2010,1.4,3.4,41.0,0.0,0.0,0.0,0.8,1.4,57.7,3.6
Kristen Hughes,2010,3.1,6.9,44.0,1.7,3.8,43.5,1.6,2.2,74.4,9.4
Kayla Dykstra,2010,6.4,11.3,56.4,0.0,0.0,0.0,2.5,3.3,76.3,15.3
Vanessa Forstbauer,2010,3.8,8.2,46.3,0.2,0.7,25.0,1.8,3.0,59.3,9.5
Sarah Semeniuk,2010,0.4,0.6,66.7,0.0,0.0,0.0,0.2,0.4,50.0,1.0
Elyse Matthews,2010,0.5,2.5,20.0,0.1,0.3,25.0,0.2,0.5,33.3,1.3
Adele Baril,2010,0.8,1.8,42.9,0.5,0.8,66.7,0.2,0.5,50.0,2.3
Alex Maciver,2010,3.5,6.3,55.9,0.0,0.0,0.0,1.7,3.0,56.7,8.8
Caitlin Gooch,2010,4.8,12.3,38.9,2.5,6.5,37.8,4.0,4.9,82.2,16.1
Keiko Kobayakawa,2010,0.2,2.0,10.0,0.2,1.4,14.3,0.0,0.0,0.0,0.6
Kaitlin Rempel,2010,2.2,5.8,39.1,0.0,0.1,0.0,1.1,1.5,76.7,5.7
Jessica Stromberg,2010,2.8,7.7,37.0,0.9,3.0,31.6,1.3,1.8,68.6,7.9
Mackenzie Prasek,2010,2.3,5.8,39.3,1.4,3.9,34.6,1.1,1.4,85.2,7.1
Randie Gibson,2010,1.8,7.1,26.0,1.4,5.1,27.5,1.6,2.0,80.6,6.7
Kaitlin Frison,2010,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Alyssa Grant,2010,0.4,1.8,21.2,0.0,0.5,0.0,0.2,0.4,50.0,1.0
Danielle Baril,2010,0.6,2.1,26.5,0.1,0.4,28.6,0.4,0.6,60.0,1.6
Sarah Reilly,2010,0.7,2.3,30.4,0.0,0.1,0.0,0.3,0.6,63.6,1.8
Amy Ogidan,2010,4.4,13.9,31.5,1.2,4.4,28.4,3.1,4.8,65.3,13.2
Lydia Va vilster,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiffany James,2011,0.2,0.7,27.3,0.0,0.2,0.0,0.1,0.4,33.3,0.5
Stefanie Chapman,2011,3.0,8.8,33.5,0.6,3.2,18.8,1.7,2.2,75.6,8.2
Jessica Boutilier,2011,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
Kristy Moore,2011,4.5,12.4,35.7,1.1,4.8,21.9,3.2,4.8,66.7,13.2
Ariel Smith,2011,3.2,9.2,34.7,1.6,4.7,33.3,1.6,2.0,81.3,9.6
Abbey Duinker,2011,4.2,11.4,36.9,0.6,2.1,26.3,3.0,3.8,78.3,12.0
Emma Duinker,2011,7.1,16.8,42.0,2.3,5.6,40.6,2.5,3.2,77.0,18.8
Rachel Savage,2011,1.6,3.6,42.5,0.3,1.2,29.2,0.6,0.8,75.0,4.0
Lindsay Harris,2011,2.8,6.8,41.0,0.5,1.3,37.5,1.1,1.5,74.1,7.2
Jasmine Parent,2011,0.8,1.8,43.5,0.0,0.0,0.0,0.5,0.8,60.0,2.0
Kathleen McIver,2011,0.3,1.1,25.0,0.0,0.7,0.0,0.1,0.4,33.3,0.7
Charlotte Larry,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erika Berry,2011,0.2,0.8,33.3,0.0,0.0,0.0,0.4,0.8,58.3,0.9
Kira Pederson,2011,0.5,1.6,30.4,0.1,0.5,14.3,0.4,0.6,75.0,1.5
Tanira McClurkin,2011,2.9,8.0,36.5,0.8,2.6,30.2,1.1,1.6,68.8,7.7
Kari Everett,2011,7.1,12.1,58.6,0.1,0.1,100.0,3.3,4.2,78.4,17.6
Nicole Works,2011,2.6,6.2,42.4,0.3,1.4,20.7,3.2,4.2,76.2,8.8
Jahlica Kirnon,2011,5.7,13.6,42.1,1.7,4.5,37.8,2.2,3.1,71.0,15.3
Kayla McCarron,2011,2.4,7.8,30.6,0.6,2.3,26.1,1.0,1.2,80.0,6.4
Katie McGarrigle,2011,0.9,2.8,34.0,0.4,1.4,26.9,0.6,0.8,75.0,2.9
Luciann Lahey,2011,1.5,4.1,35.7,0.1,0.8,7.7,1.5,1.7,89.7,4.5
Che Kar beals,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justine Macneil,2011,0.2,1.2,20.0,0.0,0.1,0.0,0.2,0.2,100.0,0.7
Melissa Sherwood,2011,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denisha Haywood,2011,4.2,8.2,50.3,0.0,0.0,0.0,1.1,2.2,46.7,9.3
Stephanie Toxopeus,2011,3.0,5.8,51.3,0.0,0.0,0.0,2.0,3.8,53.3,7.9
Lauren Bosnjak,2011,0.1,0.6,14.3,0.0,0.1,0.0,0.2,0.2,100.0,0.3
Anna Vonmaltzahn,2011,4.0,10.5,38.1,0.0,0.1,0.0,2.8,4.5,62.9,10.8
Courtney Thompson,2011,4.7,10.1,46.5,0.0,0.1,0.0,3.0,4.1,74.4,12.4
Tia Gerwatoski,2011,4.0,9.6,41.1,0.0,0.1,0.0,1.5,1.9,76.9,9.4
Christine Ryan,2011,1.2,2.8,43.2,0.5,0.9,57.1,0.4,0.7,63.6,3.3
Brooke Sullivan,2011,3.7,9.6,38.7,0.7,2.2,31.8,2.2,3.0,72.1,10.3
Patricia McNeil,2011,3.5,10.8,32.7,1.1,3.9,29.9,2.2,3.4,66.2,10.5
Brittany Sullivan,2011,0.6,2.0,28.9,0.4,1.5,25.0,0.2,0.3,80.0,1.7
Carla Norrad,2011,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Rachel Mays,2011,0.2,0.8,20.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3
Stephanie Hiltz,2011,2.5,6.8,36.2,1.2,3.4,34.4,1.6,2.3,72.1,7.7
Kelia Pond,2011,1.4,3.4,43.3,0.1,0.5,10.0,1.0,1.2,83.3,4.0
Tiffany Tozer-Mac,2011,0.1,0.6,25.0,0.0,0.1,0.0,0.3,0.3,100.0,0.6
Jennifer Parsons,2011,2.1,4.2,49.3,0.1,0.1,100.0,1.6,2.4,67.4,5.8
Cassidy Brothers,2011,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Brittany Dalton,2011,3.5,9.8,35.8,0.7,2.3,30.2,2.6,3.2,80.3,10.3
Robyn O'Rielly,2011,2.2,5.3,41.2,1.7,3.9,43.5,0.8,1.0,75.0,6.8
Alexandria Forsey,2011,5.9,11.5,51.3,0.0,0.0,0.0,2.4,3.6,66.7,14.2
Kim Devison,2011,2.1,5.7,37.7,1.1,2.7,38.9,1.4,2.0,72.5,6.8
Emily Jameson,2011,1.4,4.0,34.2,0.1,0.5,10.0,1.3,1.6,83.9,4.0
Amanda Martret,2011,0.3,0.8,44.4,0.0,0.1,0.0,0.0,0.0,0.0,0.7
Grace Fishbein,2011,5.7,13.7,41.8,1.4,3.6,38.9,3.9,4.8,81.3,16.7
Samantha Kavanagh,2011,2.1,5.9,36.4,1.0,2.9,34.5,0.4,0.5,80.0,5.7
Shannon Chapman,2011,0.8,2.5,33.3,0.7,1.6,41.9,0.5,0.6,75.0,2.8
Justine Colley,2011,8.9,19.2,46.4,1.8,4.9,35.7,6.2,8.1,76.5,25.8
Julie Hatcher,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amanda Smith,2011,0.6,2.2,28.2,0.1,0.6,20.0,0.1,0.2,50.0,1.4
Angela Fifield,2011,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbi Daley,2011,4.6,11.3,40.7,1.2,4.2,28.2,0.9,1.3,69.2,11.3
Jorunn Matthiessen,2011,0.4,1.1,35.7,0.2,0.4,40.0,0.2,0.3,75.0,1.2
Stephanie Clarke,2011,0.1,0.7,12.5,0.1,0.4,25.0,0.0,0.0,0.0,0.3
Susanne Canvin,2011,4.5,10.5,42.9,0.1,0.4,25.0,3.0,3.8,81.3,12.2
Hayley Fox,2011,0.5,2.1,24.3,0.3,1.1,26.3,0.2,0.2,75.0,1.4
Rebecca Nuttall,2011,3.1,8.0,39.4,1.0,2.8,35.7,1.3,2.2,59.1,8.6
Maegan Seaward,2011,3.0,6.5,45.7,0.1,0.1,100.0,0.6,0.9,61.1,6.5
Kiley DeLong,2011,0.9,2.1,41.2,0.0,0.1,0.0,0.2,0.6,40.0,2.0
Camesha McKenzie,2011,3.1,8.7,35.6,0.1,0.3,50.0,1.7,2.7,63.0,8.1
Rebecca Sheehan,2011,2.4,6.8,35.6,0.8,2.8,30.9,0.7,1.0,65.0,6.3
Jocelyn Moore,2011,1.7,4.1,41.5,0.2,0.9,22.2,0.6,1.1,57.1,4.2
Victoria Anderson,2011,1.8,6.2,28.5,0.8,3.0,26.2,1.0,1.2,83.3,5.3
Sheryl Chisholm,2011,4.2,11.1,38.1,2.1,5.0,41.1,2.9,4.3,69.1,13.4
Kirsten Jones,2011,4.8,11.8,40.1,0.0,0.2,0.0,1.5,2.4,63.8,11.0
Spencer Lockhart,2011,0.9,3.4,26.5,0.1,0.1,33.3,0.6,1.0,55.0,2.4
Katrina Kolarova,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alison Macpherson,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donisha Young,2011,4.5,8.1,55.8,0.0,0.0,0.0,2.2,4.1,52.6,11.2
Anna Dahl,2011,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Ashley Stephen,2011,5.0,11.7,43.3,0.2,1.6,15.2,2.2,3.2,69.2,12.6
Megan Corby,2011,2.4,5.9,41.1,0.6,1.2,50.0,1.8,2.7,68.8,7.3
Samantha Kaminsky,2011,1.6,3.2,47.7,0.0,0.1,0.0,0.6,1.1,54.5,3.7
Leah Corby,2011,5.1,11.7,43.6,2.1,5.1,41.2,2.0,2.8,72.7,14.3
Virginia Peters,2011,0.9,1.9,47.4,0.0,0.0,0.0,0.4,0.4,100.0,2.2
Danielle Scime,2011,0.2,1.5,11.5,0.0,0.6,0.0,0.1,0.4,33.3,0.5
Emma Russell,2011,2.3,5.2,44.7,0.1,0.5,11.1,0.6,1.1,52.6,5.3
Laura Fowler,2011,2.7,6.5,41.5,1.1,3.1,34.9,0.6,0.7,85.7,7.1
Jordanne Holstein,2011,1.3,3.8,34.7,0.1,0.7,7.1,0.6,0.7,84.6,3.2
Amanda Sharpe,2011,8.2,15.3,53.7,0.0,0.1,0.0,3.2,4.8,66.7,19.7
Tamara Tompkins,2011,0.1,0.8,14.3,0.0,0.0,0.0,0.0,0.1,0.0,0.2
Melissa Foster,2011,0.9,2.8,32.1,0.0,0.0,0.0,0.7,1.1,63.6,2.5
Claire Colborne,2011,6.0,15.4,39.0,2.0,4.4,45.5,4.6,6.2,74.8,18.6
Kelcy McNally,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia McKenna,2011,1.4,4.2,33.7,0.2,0.7,30.8,0.8,0.9,83.3,3.8
Marie Christin pare,2011,0.1,1.0,10.0,0.1,0.5,20.0,0.1,0.2,50.0,0.4
Katelyn Powers,2011,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Carly Lafave,2011,2.2,6.0,36.4,0.8,2.8,28.6,1.1,1.4,79.3,6.3
Laura Marcolin,2011,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.5,50.0,0.3
Katie Moore,2011,1.6,6.0,26.9,0.1,0.2,20.0,2.0,3.8,52.6,5.3
Amy Gough,2011,3.9,8.8,43.5,1.1,2.0,52.5,3.5,5.2,66.3,12.2
Nakita Newman,2011,3.3,7.6,43.4,1.1,2.6,39.6,1.9,2.2,84.1,9.5
Nadine Chomyc,2011,1.2,3.0,40.0,0.1,0.4,12.5,0.3,0.5,60.0,2.8
Emily Maceachern,2011,2.5,5.0,51.0,0.0,0.1,0.0,1.6,2.0,75.6,6.7
Danielle Macdonald,2011,1.8,4.8,36.5,0.5,1.3,38.5,1.4,2.0,72.5,5.5
Jenna Jones,2011,4.0,10.9,36.7,1.4,4.5,32.6,1.4,2.1,66.7,10.8
C. Belanger-Paquet,2011,1.1,4.0,26.7,0.3,1.1,29.4,1.1,1.5,73.9,3.6
Katy Germain,2011,2.5,7.4,34.2,1.1,3.4,33.3,1.5,1.8,81.5,7.7
Clare Murphy,2011,0.6,2.0,30.0,0.2,0.7,30.0,0.6,0.7,81.8,2.0
Janelle Haddad,2011,1.3,5.0,26.7,0.0,0.3,0.0,0.5,1.0,50.0,3.2
G. Chamberland,2011,2.2,5.9,36.8,0.8,2.3,32.4,2.4,3.4,70.9,7.6
Jennifer McDade,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessy Roy,2011,4.5,10.9,41.7,0.8,1.7,48.0,2.5,3.3,74.0,12.3
Bethan Chalke,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Shkimba,2011,0.2,1.1,20.0,0.1,0.7,10.0,0.0,0.0,0.0,0.5
Elizabeth Coolen,2011,0.2,0.8,33.3,0.0,0.1,0.0,0.1,0.5,25.0,0.6
Annick  charles,2011,1.6,4.4,36.6,0.3,1.4,22.7,1.1,2.4,44.7,4.6
Danna Janvier,2011,1.6,3.9,40.3,0.1,0.2,25.0,0.5,0.8,66.7,3.7
M Ouellet-Godcharles,2011,2.5,8.3,30.1,1.2,4.7,25.3,1.1,1.5,75.0,7.3
G Cote-Caouette,2011,2.3,6.4,35.4,0.3,1.4,19.0,0.7,1.3,52.6,5.5
Bailey Trafford,2011,3.2,6.3,51.1,0.0,0.0,0.0,2.0,2.7,73.7,8.4
Kaylah Barrett,2011,3.6,9.7,36.8,0.0,0.7,0.0,4.4,6.2,70.7,11.5
Magalie Beaulieu,2011,2.9,9.1,31.5,1.1,4.2,25.4,1.1,1.8,60.7,7.9
Jesseca Eng,2011,0.1,0.6,25.0,0.0,0.4,0.0,0.1,0.3,50.0,0.4
Anne-Marie Prophete,2011,3.2,8.2,38.6,0.5,1.8,27.6,2.5,4.5,55.6,9.4
Chantelle Robertson,2011,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Yasmin Jean-Phillipe,2011,3.6,10.0,36.3,1.8,4.9,37.2,1.9,2.3,81.1,10.9
Andrea Cavaleri,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreanne G-Boudreau,2011,1.7,5.1,32.9,0.4,2.2,18.2,1.7,2.7,61.0,5.4
Kendra Carrie,2011,3.9,11.2,35.1,1.3,4.2,30.2,1.2,2.1,58.1,10.3
Alex Boudreau,2011,0.9,3.6,26.3,0.6,2.0,28.1,0.7,0.9,78.6,3.1
Tina Mpondani,2011,1.5,4.3,34.8,0.0,0.2,0.0,0.6,1.2,45.0,3.6
Nekeita Lee,2011,1.9,6.0,32.1,0.0,0.1,0.0,1.4,1.9,74.1,5.3
Shanice Yarde,2011,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Concordia Team,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marjorie Ferland,2011,0.6,1.9,30.0,0.4,0.8,46.2,1.5,2.4,63.2,3.0
Catherine A-Cote,2011,0.4,1.2,33.3,0.1,0.2,33.3,0.9,0.9,92.9,1.7
Elyse Jobin,2011,4.6,11.7,39.0,1.6,5.2,31.0,2.2,3.0,75.0,13.0
Kathryn Bariault,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marie-L. F.-Laberge,2011,0.2,0.4,50.0,0.1,0.3,33.3,0.1,0.2,50.0,0.6
Marie-Mich. Genois,2011,5.2,10.5,50.0,0.1,0.4,28.6,3.8,5.1,74.1,14.4
Sandrine Ducruc,2011,1.9,4.9,39.2,0.3,0.5,71.4,0.7,0.9,78.6,4.9
Melodie Lanie dion,2011,2.7,9.1,29.7,0.8,2.7,30.2,1.2,2.3,51.4,7.4
Catherine Groleau,2011,2.2,6.4,34.4,0.4,2.1,17.2,1.1,1.4,80.0,5.9
Catherine C.-Belzile,2011,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marie-Pascale Nadeau,2011,3.8,7.5,50.0,0.0,0.1,0.0,1.2,2.1,55.9,8.7
Eve-Sophie Lefebvre,2011,0.3,0.9,30.8,0.0,0.2,0.0,0.4,0.6,75.0,1.0
Julie Chapados,2011,1.3,3.7,35.6,0.1,0.8,7.7,0.8,1.1,66.7,3.4
Maude Dagenais,2011,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Natalie Larocque,2011,3.7,10.6,34.7,1.4,4.5,30.6,3.0,3.4,88.9,11.8
Anneth Him-Lazarenko,2011,6.2,11.4,54.1,0.1,0.2,25.0,3.1,4.8,64.9,15.6
Caroline Binette,2011,0.3,0.8,42.9,0.1,0.2,50.0,0.0,0.0,0.0,0.8
Francoise Charest,2011,3.3,9.1,35.9,0.7,2.5,28.6,2.1,2.5,82.9,9.4
Frances Grout-Brown,2011,1.3,4.3,30.4,0.4,2.1,18.2,0.9,1.2,75.0,3.9
Roya Assadi,2011,2.2,5.0,43.8,0.8,1.6,52.0,0.6,0.8,75.0,5.8
Alexandra Hendren,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marie-Eve Martin,2011,4.5,10.9,41.1,3.1,7.8,40.3,1.1,1.5,75.0,13.3
Abena Addo,2011,0.1,0.6,20.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2
Helene Bibeau,2011,2.8,7.5,36.7,0.6,2.2,28.6,1.2,1.6,76.9,7.4
Valerie L'Ecuyer,2011,1.9,3.2,60.8,0.0,0.0,0.0,0.9,1.7,51.9,4.8
Brianne Coglon,2011,0.7,1.2,56.3,0.3,0.4,80.0,0.4,0.5,83.3,2.1
McGill Team,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karine Ducharme,2011,0.3,1.0,33.3,0.1,0.6,20.0,0.1,0.2,50.0,0.9
Michelle A-Bellemare,2011,5.2,14.4,36.4,0.8,3.2,25.5,2.5,2.9,85.1,13.8
Stephanie Michaud,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valerie Gauvin,2011,0.2,2.6,9.5,0.0,1.0,0.0,0.4,0.8,58.3,0.9
Therese Massock,2011,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Selwa Maatoug,2011,1.1,2.2,47.2,0.2,0.4,42.9,0.4,0.5,75.0,2.7
Maida Beaulieu,2011,0.5,1.0,50.0,0.1,0.4,20.0,0.2,0.2,66.7,1.3
Karine Boudrias,2011,3.6,10.9,33.3,2.1,5.7,37.4,1.3,2.1,63.6,10.7
Camille Michaud,2011,0.3,1.3,25.0,0.0,0.0,0.0,0.5,0.8,60.0,1.2
Catherine Bougie,2011,0.6,2.3,25.0,0.2,0.5,33.3,0.6,0.8,70.0,1.9
Marjolaine G-Theoret,2011,3.9,9.7,40.0,0.2,0.7,27.3,1.4,2.1,66.7,9.3
Emie Simard,2011,4.8,10.0,47.5,0.0,0.5,0.0,2.2,2.8,81.8,11.8
Jessica Bibeau-Cote,2011,3.2,9.0,36.1,1.9,5.0,37.5,1.9,2.5,77.5,10.3
Irline Noel,2011,3.1,7.8,39.5,0.1,0.4,16.7,1.9,2.8,68.2,8.1
Brittany Vandyken,2011,0.5,1.0,50.0,0.2,0.5,50.0,0.1,0.1,100.0,1.4
Andrea Polischuk,2011,1.8,4.5,39.6,0.1,0.3,16.7,0.8,1.1,71.4,4.4
Hayley Neal,2011,2.2,5.8,38.6,0.0,0.4,12.5,1.0,2.0,52.3,5.5
Hillary Woodside,2011,4.4,11.0,40.2,1.7,4.0,41.7,1.9,2.8,67.6,12.4
Kayla Skjerdal,2011,0.4,0.9,40.0,0.0,0.2,0.0,0.2,0.7,25.0,0.9
Tara Giallonardo,2011,2.7,8.1,33.0,0.8,3.1,26.5,1.7,3.1,54.4,7.9
Annie McNeely,2011,0.3,0.9,30.0,0.1,0.3,33.3,0.2,0.2,100.0,0.8
Samantha DeJong,2011,3.9,8.4,47.0,0.0,0.0,0.0,2.5,3.9,63.6,10.4
Devyn Cuncic,2011,1.5,4.3,34.7,0.5,1.9,28.6,0.1,0.2,40.0,3.6
Emily McKay,2011,5.4,12.9,41.5,0.7,3.2,22.9,1.9,3.0,63.1,13.3
Jessica Ramkeesoon,2011,0.2,1.4,18.2,0.0,0.1,0.0,0.0,0.0,0.0,0.5
Whitney Gorges,2011,4.7,10.9,43.3,2.7,5.5,48.4,2.4,2.8,83.9,14.5
Jessica De signore,2011,2.0,6.8,30.2,1.4,4.7,30.1,0.6,1.0,60.9,6.1
Alyson Bush,2011,3.4,8.4,40.5,0.5,1.8,25.7,1.6,2.4,64.6,8.8
K Van-Slingerland,2011,1.9,7.0,27.2,0.8,3.3,23.2,1.4,1.9,76.9,6.0
Courtney Smith,2011,2.4,7.6,32.1,1.1,3.9,27.3,0.9,1.5,57.1,6.8
Bailey Lomas,2011,1.6,5.4,28.9,1.2,4.6,27.1,0.1,0.2,50.0,4.5
Jessica Resch,2011,2.5,8.1,30.4,0.9,3.2,27.9,0.9,1.1,82.6,6.8
Kendall Macleod,2011,3.6,10.2,35.1,0.9,3.3,26.0,3.1,4.2,73.1,11.1
Ashleigh Cleary,2011,4.0,7.7,51.8,0.0,0.0,0.0,2.4,3.6,65.0,10.4
