Num,Name,Yr,Pos,GP,GS,Min,Pct,3Pct,FTPct,Pts,FGM,FGA,3FGM,3FGA,FTM,FTA,OReb,DReb,Reb,Ast,TO,Stl,Blk,Team,Season
8,Lexi MacInnis,3rd,,19,-,168,36.2,33.3,50.0,59,21,58,14,42,3,6,6,6,12,5,9,6,0,upei,2020
9,Reese Baxendale,3rd,G,20,20,660,36.9,32.3,81.7,380,120,325,42,130,98,120,10,85,95,74,54,32,5,upei,2020
10,Reilly Sullivan,1st,F,17,1,231,38.0,0.0,81.3,51,19,50,0,3,13,16,23,26,49,7,12,7,2,upei,2020
11,Karla Yepez,4th,G,18,18,536,29.4,23.7,52.5,135,50,170,14,59,21,40,17,104,121,64,37,26,18,upei,2020
14,Annabelle Charron,1st,F,19,3,227,41.2,36.7,83.3,72,28,68,11,30,5,6,7,15,22,4,11,6,2,upei,2020
15,Carolina Del Santo,4th,C,12,12,313,30.8,0.0,75.0,52,20,65,0,3,12,16,37,107,144,22,25,25,23,upei,2020
23,Lauren Rainford,1st,,20,20,557,39.2,25.9,75.6,175,65,166,14,54,31,41,27,28,55,24,35,21,14,upei,2020
04,Amaiquen Siciliano,,G,16,16,592,39.7,28.8,75.7,344,123,310,42,146,56,74,9,54,63,66,53,35,3,bishops,2020
05,Metchline Gabelus,,G,16,16,546,32.0,16.0,66.7,116,47,147,8,50,14,21,44,47,91,50,32,34,1,bishops,2020
06,Jennifer Louis,,G,11,8,301,31.2,25.0,66.7,71,24,77,9,36,14,21,17,19,36,2,11,7,4,bishops,2020
10,Sabrina Kone,,F,14,1,143,33.3,0.0,66.7,26,11,33,0,1,4,6,15,20,35,3,11,7,1,bishops,2020
11,Deborah Aboagye,,G,16,11,507,35.0,34.2,75.7,151,48,137,27,79,28,37,10,28,38,24,23,19,6,bishops,2020
12,Jayne-Laure Dumerjean,,G,15,-,140,31.6,27.3,62.5,20,6,19,3,11,5,8,6,15,21,4,8,2,2,bishops,2020
14,Jael Kabunda,,F,16,15,513,36.9,29.1,66.2,239,80,217,30,103,49,74,44,121,165,22,36,19,7,bishops,2020
15,Tamara Pinto,,F,11,-,62,11.1,0.0,-,2,1,9,0,4,0,0,4,6,10,1,3,0,2,bishops,2020
22,Marie Berrouette,,F,13,12,404,32.7,33.3,57.4,106,33,101,1,3,39,68,27,53,80,22,19,20,4,bishops,2020
03,Areej Burogonio,,G,15,10,488,25.0,19.4,57.1,69,25,100,7,36,12,21,6,22,28,46,38,14,0,concordia,2020
04,Nelly Owusu,,G,11,11,330,30.3,12.5,72.7,115,37,122,1,8,40,55,19,54,73,17,39,23,8,concordia,2020
05,Cassandra Lehuquet,,G,12,-,40,0.0,0.0,0.0,0,0,5,0,4,0,2,0,2,2,1,1,0,0,concordia,2020
06,Sabrina Lineus,,G,16,-,160,30.3,28.3,75.0,62,20,66,13,46,9,12,6,10,16,7,10,2,0,concordia,2020
07,Caroline Task,,G,16,15,548,32.5,29.1,81.5,228,76,234,32,110,44,54,8,58,66,33,27,18,1,concordia,2020
10,Nikita Telesford,,F,16,14,453,45.1,0.0,65.7,176,65,144,0,2,46,70,50,69,119,9,32,12,10,concordia,2020
11,Shanice Neita,,F,16,2,288,53.4,-,42.9,68,31,58,0,0,6,14,28,25,53,9,15,3,5,concordia,2020
23,Myriam Leclerc,,G,13,12,470,35.3,25.0,96.8,166,61,173,14,56,30,31,12,56,68,71,34,27,4,concordia,2020
25,Gretta Ineza,,F,16,11,422,31.4,29.2,69.2,87,32,102,14,48,9,13,17,56,73,7,27,7,3,concordia,2020
5,Carrie-Ann Auger,,,16,15,502,32.5,28.9,80.0,160,51,157,26,90,32,40,11,52,63,42,44,14,0,laval,2020
6,Khaleann C.-Goudreau,,,13,12,380,52.1,12.5,73.1,146,63,121,1,8,19,26,41,100,141,22,26,14,20,laval,2020
7,Frederique Beauchamp,,,16,3,211,29.9,26.3,73.3,61,20,67,10,38,11,15,18,30,48,15,18,5,1,laval,2020
8,Elise Roy,,,16,-,167,31.1,19.0,50.0,37,14,45,4,21,5,10,14,29,43,10,6,7,3,laval,2020
10,Marie-Pier Champagne,,,14,5,253,31.7,40.0,70.0,74,26,82,8,20,14,20,19,33,52,10,15,5,4,laval,2020
11,Maude Archambault,,,16,15,518,29.5,32.3,86.0,175,51,173,30,93,43,50,13,91,104,42,41,13,2,laval,2020
12,Kim Letang,,,16,4,240,30.1,28.1,90.0,75,25,83,16,57,9,10,10,15,25,5,11,5,0,laval,2020
14,Josiane Prince,,,13,3,123,37.9,-,60.0,28,11,29,0,0,6,10,8,19,27,2,7,2,0,laval,2020
15,Djamila A. Triquet,,,13,-,76,55.0,0.0,66.7,32,11,20,0,2,10,15,9,20,29,0,9,1,1,laval,2020
20,Lea Dominique,,,11,7,202,41.0,50.0,58.3,59,25,61,2,4,7,12,20,32,52,10,10,7,5,laval,2020
21,Gabrielle R.-Marcoux,,,14,-,82,40.0,50.0,33.3,22,10,25,1,2,1,3,8,14,22,4,3,2,2,laval,2020
24,Leslie Makosso,,,14,11,316,25.8,21.4,70.0,73,23,89,6,28,21,30,7,18,25,35,34,7,1,laval,2020
4,Trishia Villedrouin,So,G,10,4,231,28.1,24.1,82.6,58,16,57,7,29,19,23,2,25,27,14,26,8,0,mcgill,2020
5,Gladys Hakizimana,Sr,G,16,15,444,31.1,27.1,77.3,118,41,132,19,70,17,22,7,47,54,48,27,22,1,mcgill,2020
8,Delphine Robitaille,Jr,G,16,1,314,25.0,21.4,75.0,53,19,76,12,56,3,4,1,28,29,23,32,12,1,mcgill,2020
9,Nadege Pluviose,Sr,F,15,12,377,38.7,26.4,60.0,164,63,163,14,53,24,40,39,58,97,22,38,15,1,mcgill,2020
10,Maddy Colpitts,Fr,G,12,-,64,30.0,28.6,-,8,3,10,2,7,0,0,1,2,3,1,2,2,0,mcgill,2020
11,GG Cabillo-Abante,Sr,G,15,15,421,37.2,31.4,85.7,93,35,94,11,35,12,14,12,30,42,21,25,17,1,mcgill,2020
12,Jessica Salanon,Fr,G,14,1,158,24.1,8.3,50.0,18,7,29,1,12,3,6,8,13,21,9,11,4,0,mcgill,2020
13,Ruth Tshikudi-Tshila,Sr,F,15,7,177,27.8,20.0,78.3,49,15,54,1,5,18,23,12,33,45,1,16,5,4,mcgill,2020
15,Shayann Laguerre,So,F,15,1,174,37.7,-,72.7,48,20,53,0,0,8,11,26,25,51,6,15,6,9,mcgill,2020
20,Sirah Diarra,Sr,C,16,13,376,35.8,19.4,75.0,127,54,151,7,36,12,16,46,85,131,18,33,14,14,mcgill,2020
22,Kamsi Ogbudibe,Jr,F,13,1,180,46.5,-,81.3,53,20,43,0,0,13,16,14,23,37,9,12,3,6,mcgill,2020
07,Eve Labissiere,,,10,1,163,36.4,-,61.1,35,12,33,0,0,11,18,11,12,23,4,10,5,1,uqam,2020
08,Audrey Methot,,,15,1,146,34.6,26.3,-,23,9,26,5,19,0,0,3,19,22,7,11,2,3,uqam,2020
09,Roxane Douaire,,,16,16,509,33.8,25.0,82.9,185,66,195,24,96,29,35,23,41,64,22,48,17,3,uqam,2020
10,Judith Lavoie,,,13,3,235,31.6,13.3,75.0,56,18,57,2,15,18,24,26,26,52,4,24,10,1,uqam,2020
12,Esther Mubiala,,,11,1,70,25.0,28.6,40.0,12,4,16,2,7,2,5,1,8,9,1,6,2,0,uqam,2020
13,Alexe Dufresne,,,16,16,525,37.7,25.5,83.1,177,58,154,12,47,49,59,20,63,83,25,39,18,9,uqam,2020
15,Inga Aleksaiete,,,16,13,417,40.9,100.0,76.5,149,61,149,1,1,26,34,51,88,139,25,32,14,26,uqam,2020
20,Clara Blachier,,,16,16,573,35.6,35.2,72.0,204,68,191,32,91,36,50,13,61,74,88,33,25,0,uqam,2020
22,Veronique boivin,,,13,13,359,36.1,30.0,93.8,157,53,147,21,70,30,32,18,45,63,10,23,17,3,uqam,2020
5,Dionne Martin,,F,21,21,534,39.0,21.7,46.9,241,99,254,13,60,30,64,14,85,99,37,35,20,20,algoma,2020
6,Kayla Gallo,,G,20,1,172,15.4,13.0,66.7,13,4,26,3,23,2,3,1,12,13,9,5,1,0,algoma,2020
9,Karly Fracalanza,,G,21,21,667,34.5,37.0,87.1,303,91,264,47,127,74,85,27,71,98,46,67,24,11,algoma,2020
10,Thais Matte,,G,22,20,490,33.8,39.8,83.3,149,48,142,43,108,10,12,5,54,59,41,45,12,0,algoma,2020
11,Ayaka Nakashima,,G,22,22,638,35.3,37.3,75.0,153,49,139,28,75,27,36,7,41,48,52,52,26,2,algoma,2020
14,Mercedes Ryan,,G,20,-,368,25.0,11.1,50.0,40,15,60,2,18,8,16,26,40,66,16,33,10,0,algoma,2020
17,Aimee Garland,,g,22,1,396,22.2,20.0,75.7,89,26,117,9,45,28,37,8,42,50,35,42,9,1,algoma,2020
22,Sawyer Fischer,,F,22,7,421,31.8,15.4,58.3,100,34,107,4,26,28,48,27,92,119,10,29,11,9,algoma,2020
33,Rebecca Wylie,,F,21,15,555,35.6,31.3,68.2,112,36,101,10,32,30,44,23,70,93,25,33,19,3,algoma,2020
3,Destiny Paquin,Sr,GF,16,-,154,33.3,27.3,50.0,36,15,45,3,11,3,6,7,29,36,2,12,4,1,brock,2020
4,Samantha Keltos,Jr,C,21,17,586,38.3,35.4,84.6,323,125,326,40,113,33,39,50,117,167,28,44,22,43,brock,2020
5,Mary Ivison,Fr,F,20,-,122,30.0,50.0,0.0,19,9,30,1,2,0,1,4,12,16,5,5,3,1,brock,2020
7,Jessica Morris,Sr,GF,22,18,682,43.4,39.8,71.4,241,85,196,41,103,30,42,29,96,125,29,29,28,6,brock,2020
10,Jenneke Pilling,Jr,G,15,2,304,26.9,19.6,52.4,77,28,104,10,51,11,21,20,32,52,33,24,14,3,brock,2020
11,Melissa Tatti,So,PG,22,18,788,39.6,34.8,83.9,407,132,333,49,141,94,112,28,77,105,145,50,55,0,brock,2020
12,Kyanna Thompson,Fr,F,20,-,170,30.6,23.1,35.7,49,19,62,6,26,5,14,9,24,33,8,2,6,2,brock,2020
13,Kristin Gallant,So,G,22,18,601,33.3,25.8,70.2,170,57,171,16,62,40,57,38,72,110,60,32,23,4,brock,2020
14,Eden Ferraro,Fr,C,14,6,163,43.1,0.0,50.0,52,25,58,0,1,2,4,26,28,54,9,20,8,7,brock,2020
21,Nicole Venhuizen,Fr,F,19,1,208,37.5,-,58.3,49,21,56,0,0,7,12,21,35,56,13,11,10,2,brock,2020
24,Elise Euale,Jr,G,15,-,83,0.0,0.0,100.0,4,0,16,0,13,4,4,2,7,9,7,5,5,1,brock,2020
4,Kali Pocrnic,Fr,G,22,22,666,34.0,36.4,65.7,151,52,153,24,66,23,35,22,48,70,66,50,30,1,carleton,2020
6,Tatyanna Burke,Fr,G,22,22,571,56.3,0.0,60.7,204,85,151,0,3,34,56,62,88,150,27,42,29,10,carleton,2020
7,Jaclyn Ronson,Sr,G,22,11,395,30.0,27.5,53.3,67,24,80,11,40,8,15,10,51,61,41,40,16,0,carleton,2020
8,Alyssa Cerino,Sr,F,20,20,494,47.7,25.0,72.1,326,116,243,6,24,88,122,44,106,150,45,31,26,18,carleton,2020
10,Emma Kiesekamp,Jr,F,20,3,298,34.3,18.2,57.5,95,34,99,4,22,23,40,23,44,67,12,19,12,14,carleton,2020
11,Emma Huff,So,G,22,-,481,33.1,30.3,76.0,132,45,136,23,76,19,25,26,70,96,32,34,17,10,carleton,2020
13,Marlee Ball,Sr,G,22,21,638,34.1,34.5,65.1,236,85,249,38,110,28,43,40,71,111,33,39,9,8,carleton,2020
14,Dorcas Buisa,Fr,G,22,-,376,34.4,32.7,63.6,95,32,93,17,52,14,22,10,38,48,21,47,28,4,carleton,2020
4,Hanna Pryce,Sr,G,19,3,280,29.8,26.2,61.9,98,37,124,11,42,13,21,18,17,35,15,25,10,0,guelph,2020
6,Ashley Wheeler,Sr,F,22,11,459,36.3,23.8,71.1,153,58,160,10,42,27,38,45,62,107,37,26,17,12,guelph,2020
7,MacKeely Shantz,Fr,G,22,19,648,37.8,27.1,76.8,220,74,196,19,70,53,69,55,118,173,64,44,32,6,guelph,2020
9,Ivana Vujadinovic,Sr,G,18,16,405,39.4,41.0,81.6,178,61,155,16,39,40,49,23,32,55,29,34,30,3,guelph,2020
10,Sarah Holmes,Sr,G,22,3,403,43.1,33.8,89.3,187,69,160,24,71,25,28,16,70,86,37,24,14,5,guelph,2020
11,Marielle Kleuskens,Fr,F,19,-,163,21.2,0.0,33.3,16,7,33,0,10,2,6,10,24,34,8,12,6,4,guelph,2020
15,Modupe Okeowo,Jr,F,18,15,325,45.1,28.6,83.3,139,55,122,4,14,25,30,21,31,52,10,27,9,3,guelph,2020
20,Skyla Minaker,Jr,G,22,20,664,39.5,24.1,58.5,244,100,253,20,83,24,41,32,93,125,102,48,79,6,guelph,2020
21,Natalie Vigna,So,G,14,-,145,34.4,29.2,33.3,51,21,61,7,24,2,6,7,10,17,9,11,9,1,guelph,2020
23,Burke Bechard,Jr,G,19,18,564,43.5,20.4,56.3,244,103,237,11,54,27,48,69,67,136,59,39,36,11,guelph,2020
1,Sofia Lluch,So,G,22,16,613,43.4,34.8,69.9,311,115,265,23,66,58,83,41,81,122,93,107,31,5,lakehead,2020
3,Kate McPhail,Fr,F,20,1,238,41.9,-,61.7,107,39,93,0,0,29,47,26,22,48,7,13,9,0,lakehead,2020
5,Kielly McDonough,Sr,G,22,12,543,25.2,25.7,50.0,115,39,155,35,136,2,4,6,23,29,31,18,11,0,lakehead,2020
7,Hana Whalen,Fr,G,17,-,110,31.6,20.0,42.9,16,6,19,1,5,3,7,2,7,9,6,16,4,0,lakehead,2020
8,Nikki Ylagan,Sr,G,22,22,645,28.0,26.9,85.7,228,84,300,54,201,6,7,9,28,37,47,56,49,6,lakehead,2020
11,Lily Gruber-Schulz,Sr,F,17,14,379,35.7,25.0,72.2,115,50,140,2,8,13,18,32,82,114,34,32,15,7,lakehead,2020
12,Claire Wiersema,So,G,16,-,183,16.7,0.0,50.0,12,3,18,0,5,6,12,17,13,30,3,12,7,5,lakehead,2020
14,Charlotte Clifford,Jr,F,22,20,527,54.2,-,50.0,97,45,83,0,0,7,14,65,49,114,20,20,12,3,lakehead,2020
15,Tianna Warwick-Dawkins,Jr,G,15,3,260,37.0,-,35.7,39,17,46,0,0,5,14,17,40,57,25,15,16,1,lakehead,2020
23,Megan Looney,Sr,F,22,10,360,46.2,0.0,68.9,189,79,171,0,2,31,45,27,85,112,5,16,11,2,lakehead,2020
04,Helena Lamoureux,,G/F,16,16,551,39.6,22.2,77.8,269,84,212,10,45,91,117,34,109,143,34,87,13,9,laurentian,2020
06,Sidney Crawford,,G,22,18,682,27.3,13.6,81.0,94,27,99,6,44,34,42,29,67,96,38,49,28,2,laurentian,2020
08,Danielle Reid,,G,16,13,375,31.9,29.1,68.6,119,36,113,23,79,24,35,4,50,54,12,20,26,2,laurentian,2020
09,Maria La Rosa,,G,22,7,429,24.5,23.8,62.5,73,24,98,20,84,5,8,4,47,51,22,38,18,1,laurentian,2020
10,Gabby Schaffner,,G/A,22,21,652,28.0,27.9,52.6,161,56,200,39,140,10,19,20,70,90,18,48,10,6,laurentian,2020
11,Arielle Douillette,,G,22,-,418,20.7,22.0,71.4,91,29,140,28,127,5,7,3,50,53,10,24,5,3,laurentian,2020
14,Kayla Deschatelets,,G,14,13,468,40.7,20.0,65.0,183,61,150,9,45,52,80,12,57,69,48,52,22,4,laurentian,2020
15,Bailey Tabin,,A,22,22,625,37.3,50.0,67.3,275,100,268,1,2,74,110,63,114,177,29,76,24,9,laurentian,2020
22,Zoe Hutchins,,G,22,-,273,37.0,-,12.5,21,10,27,0,0,1,8,15,25,40,1,11,7,9,laurentian,2020
04,Alliasen Miscione,,G,22,1,390,23.6,10.5,50.0,38,17,72,2,19,2,4,15,43,58,29,37,8,2,laurier,2020
07,Maya Day,,G,22,19,631,37.1,36.8,78.0,125,43,116,7,19,32,41,25,94,119,61,43,23,4,laurier,2020
08,Tayania Siwek-Smith,,F,22,14,449,42.1,33.3,66.7,113,40,95,1,3,32,48,18,48,66,19,46,11,25,laurier,2020
10,Celina Elliott,,F,22,-,350,29.9,18.2,62.5,71,29,97,8,44,5,8,16,44,60,16,22,10,5,laurier,2020
11,Stephanie Findlay,,F,21,5,321,30.9,30.7,53.8,116,43,139,23,75,7,13,8,61,69,18,26,7,0,laurier,2020
12,Brianna Iannazzo,,G,22,22,671,31.3,29.5,79.8,336,100,319,49,166,87,109,15,74,89,59,65,24,1,laurier,2020
20,Jill Condron,,F,22,22,560,39.3,7.1,76.8,207,81,206,2,28,43,56,27,74,101,16,30,12,11,laurier,2020
22,Kate Moran,,F,22,14,491,41.7,28.6,64.7,161,68,163,14,49,11,17,35,96,131,29,27,22,53,laurier,2020
32,Rachel Woodburn,,G,14,13,389,28.2,29.2,65.9,82,24,85,7,24,27,41,12,30,42,48,23,21,10,laurier,2020
2,Brielle Loebach,Sr,G,16,-,88,21.7,23.1,62.5,18,5,23,3,13,5,8,7,9,16,0,3,1,1,mcmaster,2020
8,Sarah Gates,Jr,G,22,21,639,36.5,23.7,67.8,382,130,356,42,177,80,118,30,62,92,39,38,41,6,mcmaster,2020
9,Mia Spadafora,Jr,G,22,1,546,38.5,36.5,72.0,129,42,109,27,74,18,25,37,74,111,63,42,23,0,mcmaster,2020
10,Christina Buttenham,Sr,F,22,21,659,42.7,25.4,65.4,371,151,354,18,71,51,78,52,130,182,60,69,80,17,mcmaster,2020
11,Jenna Button,Fr,G,22,15,530,37.1,22.5,85.7,162,63,170,18,80,18,21,23,48,71,42,40,15,9,mcmaster,2020
12,Julia Hanaka,Sr,G,22,20,520,27.0,25.2,59.1,115,37,137,28,111,13,22,18,41,59,34,26,11,3,mcmaster,2020
14,Pietra Kamstra,Fr,F,15,-,63,40.0,42.9,-,15,6,15,3,7,0,0,1,4,5,2,5,1,0,mcmaster,2020
25,Tori Rigas-DiDomenico,Fr,G,22,-,208,21.1,20.7,71.4,45,12,57,6,29,15,21,3,19,22,16,19,10,0,mcmaster,2020
31,Clare Sharkey,Jr,F,22,-,280,27.9,-,69.2,42,12,43,0,0,18,26,26,49,75,8,15,20,14,mcmaster,2020
34,Olivia Wilson,Sr,F,22,21,585,42.5,0.0,67.3,223,94,221,0,1,35,52,54,98,152,39,28,23,16,mcmaster,2020
3,Brianna Dodd,Jr,G,18,3,355,28.0,25.4,-,74,28,100,18,71,0,0,1,30,31,19,28,13,0,nipissing,2020
4,Kate Dahmer,Fr,G,21,-,203,29.4,30.6,33.3,56,20,68,15,49,1,3,13,23,36,18,20,8,2,nipissing,2020
6,Nicole Budd,Fr,G,21,1,322,29.3,15.4,71.9,119,36,123,6,39,41,57,11,22,33,19,41,10,1,nipissing,2020
7,Natalie Martinez,So,G,21,21,603,29.5,26.3,86.4,167,61,207,26,99,19,22,7,81,88,48,38,17,1,nipissing,2020
8,Katie Whelan,Fr,F,16,-,127,38.1,-,46.2,22,8,21,0,0,6,13,11,8,19,6,4,1,2,nipissing,2020
9,Maria Walsh,Jr,G,19,15,396,32.9,32.2,62.5,149,53,161,28,87,15,24,13,34,47,18,38,17,1,nipissing,2020
10,Finnley McElwain,Fr,F,19,3,301,26.5,20.3,44.1,89,30,113,14,69,15,34,9,37,46,12,28,12,1,nipissing,2020
12,Celeste Dupuis,Fr,G,17,1,166,28.8,23.3,52.6,54,17,59,10,43,10,19,5,26,31,3,18,3,0,nipissing,2020
13,Thaliyah Phillips,Sr,F,18,17,406,28.6,40.0,66.7,56,16,56,2,5,22,33,26,92,118,17,25,14,17,nipissing,2020
14,Kylea Galipeau-Wilson,Jr,G,15,14,329,41.9,18.8,38.5,96,39,93,3,16,15,39,37,61,98,35,32,25,3,nipissing,2020
21,Megan McCarter,Fr,F,22,21,516,28.9,13.1,80.0,136,54,187,8,61,20,25,32,60,92,23,46,22,2,nipissing,2020
22,Vanessa Willis,So,F,22,3,295,33.3,0.0,62.5,60,25,75,0,2,10,16,19,34,53,9,15,9,2,nipissing,2020
6,Christine Yogaretnam,,G,20,7,463,25.4,18.8,66.7,42,15,59,6,32,6,9,5,38,43,32,31,12,1,ontariotech,2020
7,Aprille Whyne,,PG,20,5,372,26.4,16.7,56.8,96,33,125,5,30,25,44,14,51,65,21,54,21,1,ontariotech,2020
8,Bilan Khadar,,G,16,13,379,40.3,22.2,58.3,121,52,129,10,45,7,12,15,25,40,17,33,11,2,ontariotech,2020
10,Alexanne L'Heureux,,G,22,8,478,22.1,24.4,61.5,87,30,136,11,45,16,26,15,23,38,16,42,13,3,ontariotech,2020
11,Jolesha Allen-Brown,,G,22,15,538,24.2,26.4,63.2,161,56,231,37,140,12,19,6,64,70,22,43,19,2,ontariotech,2020
12,Dalyssa Fleurgin,,G/F,21,20,605,32.0,10.9,57.9,234,78,244,5,46,73,126,41,77,118,17,83,35,14,ontariotech,2020
13,Rhiannon Kissel,,F,17,-,137,12.5,-,66.7,10,2,16,0,0,6,9,10,21,31,0,4,5,1,ontariotech,2020
22,Katherine Onunkwo,,C,22,3,448,27.0,-,57.4,101,33,122,0,0,35,61,47,70,117,9,25,16,9,ontariotech,2020
23,Vanessa Budimunda,,C,20,18,508,38.8,0.0,59.7,164,59,152,0,1,46,77,47,88,135,18,47,20,8,ontariotech,2020
4,Brooklynn McAlear-Fanus,,G,20,20,621,40.8,33.8,80.3,315,116,284,22,65,61,76,32,105,137,135,52,42,1,ottawa,2020
6,Alana Renon,,G,17,7,285,39.5,28.9,76.9,89,34,86,11,38,10,13,21,44,65,13,17,11,2,ottawa,2020
7,Natalie Liguori,,PG,18,-,182,27.5,32.3,50.0,40,14,51,10,31,2,4,6,19,25,14,14,7,0,ottawa,2020
8,Tyra Blizzard,,G,22,20,625,33.6,34.6,75.0,216,71,211,44,127,30,40,24,40,64,37,28,28,3,ottawa,2020
9,Natsuki Szczokin,,G,22,15,592,35.5,23.6,85.7,157,61,172,17,72,18,21,19,68,87,52,46,29,2,ottawa,2020
12,Savannah Provo,,G,18,-,206,25.4,28.9,87.5,55,15,59,11,38,14,16,13,32,45,16,11,11,5,ottawa,2020
13,Angela Ribarich,,C,22,10,402,48.5,-,67.6,187,82,169,0,0,23,34,52,81,133,13,27,15,39,ottawa,2020
21,Brigitte Lefebvre-Okankwu,,F,22,20,555,45.9,16.7,75.0,291,122,266,5,30,42,56,57,101,158,38,37,38,16,ottawa,2020
22,Katherine Follis,,F,20,12,531,58.7,36.4,66.0,264,98,167,4,11,64,97,61,58,119,26,41,13,16,ottawa,2020
4,Megan Saftich,Sr,G,17,3,204,39.6,36.4,33.3,47,19,48,8,22,1,3,8,3,11,7,9,5,0,queens,2020
5,Emma Ritcey,Sr,G,22,22,591,40.8,38.7,84.2,201,71,174,43,111,16,19,13,60,73,87,31,34,7,queens,2020
7,Emma Weltz,So,G,22,15,479,41.6,23.3,67.4,177,67,161,14,60,29,43,25,73,98,40,30,43,1,queens,2020
8,Michelle Istead,Jr,G,21,15,427,34.5,17.9,62.2,165,51,148,7,39,56,90,40,35,75,32,30,24,1,queens,2020
9,Isabella Belvedere,Fr,G,22,-,359,34.5,32.5,60.0,165,58,168,40,123,9,15,9,26,35,22,37,18,2,queens,2020
10,Laura Donovan,So,G,20,15,481,42.0,32.6,78.8,224,84,200,30,92,26,33,18,33,51,22,39,19,3,queens,2020
12,Myriam Fontaine,Sr,F,17,8,267,39.2,36.4,68.0,91,31,79,12,33,17,25,18,43,61,23,11,8,4,queens,2020
14,Natalie Froese,So,F,22,1,267,29.4,16.7,73.3,66,25,85,5,30,11,15,23,25,48,8,25,13,2,queens,2020
15,Sophie de Goede,Jr,F,16,6,340,45.6,28.6,70.8,200,73,160,8,28,46,65,47,85,132,29,33,23,0,queens,2020
21,Julia Chadwick,So,F,22,20,511,45.7,27.7,63.4,284,107,234,18,65,52,82,62,132,194,26,38,37,19,queens,2020
22,Abbey Hetherington,So,F,21,3,206,26.5,27.3,46.7,28,9,34,3,11,7,15,19,30,49,14,13,6,1,queens,2020
23,Bridget Mulholland,So,G,18,1,177,45.2,37.5,72.7,55,19,42,9,24,8,11,2,36,38,12,13,14,1,queens,2020
04,Marin Scotten,Jr,G,22,21,708,42.9,45.6,85.1,375,139,324,57,125,40,47,71,90,161,47,37,29,3,ryerson,2020
06,Ayden Kristmanson,Fr,G,15,-,62,14.3,0.0,75.0,5,1,7,0,4,3,4,1,4,5,1,7,1,1,ryerson,2020
07,Rachel Farwell,So,F,22,9,533,48.4,47.0,81.0,256,92,190,55,117,17,21,26,90,116,24,34,21,9,ryerson,2020
10,Bronwyn Williams,Sr,F,22,21,567,42.6,0.0,67.4,197,83,195,0,3,31,46,37,125,162,43,31,22,31,ryerson,2020
12,Stefanija Mrvaljevic,Jr,G,18,16,470,39.4,15.8,67.9,122,50,127,3,19,19,28,35,57,92,29,35,22,8,ryerson,2020
13,Sarai Bailey,Fr,G,18,-,179,35.9,16.7,84.6,42,14,39,3,18,11,13,7,17,24,9,16,15,1,ryerson,2020
21,Taite Cleland,Fr,G,19,-,250,29.5,26.6,79.2,88,26,88,17,64,19,24,10,37,47,24,24,21,1,ryerson,2020
24,Hayley Robertson,Sr,G,22,21,703,32.8,28.4,73.1,245,87,265,33,116,38,52,28,97,125,131,70,42,4,ryerson,2020
25,Emma Fraser,Sr,F,22,4,430,44.3,33.3,60.0,127,54,122,1,3,18,30,36,55,91,19,22,14,15,ryerson,2020
6,Ellen Ougrinov,So,G,21,16,595,32.3,33.3,67.9,224,75,232,38,114,36,53,16,57,73,34,63,24,3,toronto,2020
7,Fiorella Granda,So,G,19,4,269,30.6,25.9,61.5,45,15,49,7,27,8,13,11,23,34,9,30,8,2,toronto,2020
8,Sara Cumby,Fr,G,18,-,223,11.5,0.0,66.7,14,3,26,0,11,8,12,6,10,16,4,10,7,0,toronto,2020
10,Christine Jurcau,Jr,G,22,14,529,23.7,17.2,78.8,111,37,156,11,64,26,33,13,34,47,27,52,28,2,toronto,2020
11,Nada Radonjic,Sr,F,19,18,586,39.2,31.0,80.0,293,107,273,27,87,52,65,42,105,147,22,45,15,17,toronto,2020
14,Sarah Bennett,Sr,F,22,20,623,44.1,14.3,68.8,263,98,222,3,21,64,93,60,120,180,28,57,15,7,toronto,2020
16,Aja Quran,Fr,F,17,-,108,47.8,-,36.4,26,11,23,0,0,4,11,7,13,20,4,13,1,4,toronto,2020
21,Nakeisha Ekwandja,Fr,F,22,20,574,36.0,11.8,55.8,108,41,114,2,17,24,43,29,41,70,29,39,24,4,toronto,2020
22,Samantha Robertson,Jr,G,14,6,258,29.3,17.6,68.2,52,17,58,3,17,15,22,3,28,31,18,37,12,0,toronto,2020
04,Vanessa Hughes,,G,22,14,640,33.3,36.8,64.9,248,87,261,50,136,24,37,16,74,90,54,62,30,7,waterloo,2020
05,Meghan Sharp,,F,22,8,361,45.7,0.0,34.5,84,37,81,0,4,10,29,30,46,76,14,49,16,5,waterloo,2020
06,Sydney Wilson,,G,22,11,478,33.3,20.0,64.4,144,46,138,5,25,47,73,22,44,66,38,48,16,6,waterloo,2020
07,Mackenzie Obermayer,,F,22,8,192,17.6,0.0,75.0,27,9,51,0,1,9,12,8,22,30,4,18,5,2,waterloo,2020
08,Azaliah Colquhoun,,G,20,18,429,34.3,16.0,43.2,90,35,102,4,25,16,37,27,32,59,9,26,25,2,waterloo,2020
09,Beth Howlett,,G,22,2,443,26.2,28.9,80.3,171,48,183,26,90,49,61,8,38,46,23,53,12,1,waterloo,2020
10,Aphia Ward,,G,18,12,345,24.1,19.8,64.3,118,45,187,19,96,9,14,10,53,63,15,44,8,7,waterloo,2020
12,Sonja Matthews,,F,21,-,247,30.3,27.3,74.3,89,27,89,9,33,26,35,21,26,47,14,36,12,2,waterloo,2020
