Num,Name,Yr,Pos,GP,GS,Min,Pct,3Pct,FTPct,Pts,FGM,FGA,3FGM,3FGA,FTM,FTA,OReb,DReb,Reb,Ast,TO,Stl,Blk,Team,Season
11,Laura Burnett,,G,22,11,601,27.3,31.1,62.4,184,56,205,19,61,53,85,13,49,62,29,79,27,2,waterloo,2012
13,Theresa Jacobse,,F,22,9,475,21.2,15.4,52.9,76,28,132,2,13,18,34,25,53,78,13,50,15,4,waterloo,2012
14,Jenna Graham,,G,14,-,103,18.2,16.7,66.7,16,4,22,2,12,6,9,6,7,13,8,12,4,0,waterloo,2012
15,Sam McIntrye,,F,22,6,436,36.5,13.3,68.3,106,38,104,2,15,28,41,37,57,94,13,43,12,0,waterloo,2012
21,Kate Kuntze,,G,22,5,419,28.8,0.0,59.5,82,30,104,0,3,22,37,32,47,79,16,63,18,10,waterloo,2012
22,Marti Killeen,,G,22,9,483,30.4,20.3,58.7,170,59,194,15,74,37,63,31,54,85,33,63,34,9,waterloo,2012
04,Jenny Vaughan,,G,22,20,721,39.6,24.0,79.1,309,105,265,12,50,87,110,16,53,69,83,78,29,2,western,2012
06,Katelyn Leddy,,F,22,19,485,61.3,-,67.4,242,92,150,0,0,58,86,47,86,133,25,61,12,3,western,2012
08,Emma Nieuwenhuizen,,W,22,18,447,39.0,16.7,67.9,112,46,118,1,6,19,28,16,36,52,17,26,21,1,western,2012
09,Caroline Wolynski,,G,21,2,246,35.4,0.0,42.1,64,28,79,0,11,8,19,22,20,42,20,29,21,0,western,2012
10,Laura Dally,,W,22,20,632,37.9,39.2,62.5,282,102,269,38,97,40,64,12,77,89,43,48,23,10,western,2012
11,Rebecca Moss,,W,22,2,376,38.1,40.7,66.7,127,45,118,33,81,4,6,15,78,93,17,15,15,4,western,2012
12,Annabel Hancock,,W,22,3,474,38.1,50.0,38.9,117,43,113,24,48,7,18,8,49,57,23,23,22,1,western,2012
14,Lacey Knox,,W,22,7,375,42.0,35.8,61.5,145,55,131,19,53,16,26,8,71,79,36,38,23,9,western,2012
21,Jory McDonald,,F,22,9,327,39.1,-,51.9,68,27,69,0,0,14,27,32,65,97,10,23,9,9,western,2012
22,Melissa Rondinelli,,F,18,-,170,44.2,0.0,65.4,55,19,43,0,4,17,26,15,27,42,5,11,11,4,western,2012
05,Bojana Kovacevic,4,G,22,18,559,45.7,35.5,83.3,251,91,199,39,110,30,36,53,75,128,55,52,41,2,windsor,2012
06,Korissa Williams,2,G,22,9,563,44.6,26.9,63.6,192,75,168,7,26,35,55,42,84,126,75,57,60,4,windsor,2012
08,Iva Peklova,5,F,20,17,463,36.5,16.7,77.4,134,54,148,2,12,24,31,43,107,150,39,40,11,21,windsor,2012
10,Miah-Marie Langlois,3,G,22,19,636,42.4,35.1,76.3,256,92,217,27,77,45,59,11,115,126,107,45,77,8,windsor,2012
11,Jessica Clemencon,3,F,22,19,615,53.0,0.0,82.0,387,148,279,0,3,91,111,61,98,159,29,47,11,22,windsor,2012
12,Jocelyn LaRocque,,G,22,2,387,45.4,38.5,60.0,117,44,97,20,52,9,15,10,45,55,41,17,20,0,windsor,2012
13,Bethany Wachna,4,F,17,-,165,42.9,0.0,60.0,66,24,56,0,1,18,30,38,22,60,3,17,4,0,windsor,2012
14,Tessa Kreiger,1,C,21,-,233,53.3,-,45.0,57,24,45,0,0,9,20,40,38,78,8,23,5,11,windsor,2012
15,Jessica Gordon,3,P,20,-,152,33.3,-,70.6,36,12,36,0,0,12,17,11,22,33,2,13,1,4,windsor,2012
22,Laura Mullins,4,F,20,1,259,47.0,43.7,90.0,143,47,100,31,71,18,20,15,29,44,23,20,3,0,windsor,2012
4,Nadia Qahwash,,G,14,13,424,33.3,24.2,69.4,146,44,132,8,33,50,72,12,37,49,31,32,27,1,york,2012
5,Brittany Szockyj,,G,21,19,724,33.1,31.9,78.6,259,83,251,38,119,55,70,28,61,89,38,68,39,2,york,2012
7,Llyandra Kerr,,F,19,17,546,37.7,50.0,76.2,191,78,207,3,6,32,42,71,103,174,16,48,19,8,york,2012
10,Samantha Ernest,,F,22,19,694,31.0,26.7,73.5,204,74,239,31,116,25,34,25,59,84,19,49,17,4,york,2012
12,Hayley Finn,,F,22,4,470,22.2,26.0,52.2,96,32,144,20,77,12,23,15,67,82,10,29,11,1,york,2012
13,Kayla Pangos,,G,20,7,557,28.1,29.7,78.6,94,25,89,11,37,33,42,10,33,43,46,39,14,1,york,2012
14,Courtney Osborne,,F,21,18,619,37.4,37.7,67.4,137,43,115,20,53,31,46,21,77,98,28,46,10,3,york,2012
01,Saskia Van ginhoven,So,F,20,10,366,62.8,-,73.9,159,54,86,0,0,51,69,37,53,90,14,47,15,4,alberta,2012
03,Anneka Bakker,Jr,F,20,19,448,48.7,0.0,82.6,148,55,113,0,2,38,46,23,63,86,6,28,7,14,alberta,2012
04,Sally Hillier,So,G,18,12,422,33.5,32.9,83.3,162,57,170,28,85,20,24,9,54,63,48,44,24,1,alberta,2012
05,Nicole Clarke,Jr,G,20,17,509,46.0,41.3,89.7,312,108,235,26,63,70,78,19,58,77,35,60,40,10,alberta,2012
06,Sarah Binns,Jr,G,19,3,251,49.3,40.6,77.3,102,36,73,13,32,17,22,1,24,25,11,19,17,4,alberta,2012
07,Jill Verhesen,Sr,G,20,11,444,39.3,0.0,51.9,62,24,61,0,1,14,27,23,40,63,65,41,18,0,alberta,2012
08,Megan Wickstrom,So,G,14,-,139,39.1,45.5,92.9,36,9,23,5,11,13,14,4,16,20,7,11,3,1,alberta,2012
11,Andria Carlyon,Jr,F,20,5,242,42.5,-,72.7,92,34,80,0,0,24,33,19,43,62,7,30,20,14,alberta,2012
12,Kelly Lyons,Jr,P,19,1,297,48.5,-,58.0,95,33,68,0,0,29,50,34,52,86,7,25,12,5,alberta,2012
13,Caitlin Stiksma,Jr,F,19,3,257,45.5,0.0,65.2,70,20,44,0,1,30,46,26,30,56,5,17,7,2,alberta,2012
14,Katie Arbuthnot,Jr,G,20,14,465,43.3,31.8,64.3,155,65,150,7,22,18,28,6,54,60,54,74,25,4,alberta,2012
05,Kaela Cranston,Fr,G,20,12,644,24.2,0.0,64.7,59,24,99,0,3,11,17,29,83,112,26,87,27,5,brandon,2012
08,Stephanie Haynes,Fr,G,20,19,500,24.7,0.0,55.3,72,23,93,0,4,26,47,17,51,68,21,119,32,0,brandon,2012
09,Raisa Rybinski,Sr,F,20,15,459,27.7,17.6,29.2,62,26,94,3,17,7,24,39,51,90,7,72,12,1,brandon,2012
10,Aimee Johnston,Fr,F,20,17,647,32.0,20.0,81.0,234,91,284,5,25,47,58,21,134,155,13,146,45,9,brandon,2012
11,Alanna Johnston,So,F,20,2,354,20.0,9.7,42.9,43,17,85,3,31,6,14,16,21,37,10,44,11,5,brandon,2012
13,Jaynell Gillett,Jr,F,20,17,627,33.1,0.0,56.0,153,51,154,0,1,51,91,43,63,106,10,74,24,9,brandon,2012
14,Chantel Gaslard,Jr,F,19,4,301,32.7,-,58.8,90,35,107,0,0,20,34,25,51,76,9,43,14,3,brandon,2012
01,Kiersten Hilton,2,F,14,-,220,40.8,27.8,57.1,53,20,49,5,18,8,14,12,39,51,12,14,10,7,calgary,2012
03,Jessica Franz,4,F,20,19,558,45.0,11.8,70.5,231,81,180,2,17,67,95,38,105,143,30,75,30,4,calgary,2012
04,Megan Schaufele,4,G,14,-,113,19.4,20.0,50.0,16,6,31,2,10,2,4,2,10,12,8,22,6,0,calgary,2012
05,Jenna Kaye,5,P,20,19,630,48.3,39.5,81.0,292,113,234,15,38,51,63,35,98,133,109,63,53,0,calgary,2012
07,Tamara Jarrett,3,G,20,19,562,45.8,35.5,68.9,247,97,212,11,31,42,61,45,54,99,48,83,45,7,calgary,2012
08,Ashley Hirons,1,G,19,4,327,27.2,29.6,83.3,76,25,92,21,71,5,6,9,17,26,21,29,13,1,calgary,2012
09,Alex Cole,4,P,20,19,470,51.3,0.0,70.0,227,82,160,0,2,63,90,48,38,86,21,50,20,18,calgary,2012
10,Megan Lang,5,G,16,15,405,48.3,51.5,78.6,162,58,120,35,68,11,14,16,24,40,36,49,32,1,calgary,2012
12,Erika Romanow,1,G,20,-,258,35.7,36.7,100.0,91,30,84,29,79,2,2,4,33,37,10,18,14,1,calgary,2012
13,Lawrie Saunders,2,P,17,-,117,55.0,-,44.4,26,11,20,0,0,4,9,10,4,14,2,10,4,0,calgary,2012
14,Samara Pereira,3,F,17,-,210,31.9,0.0,45.5,40,15,47,0,1,10,22,18,35,53,11,24,14,0,calgary,2012
04,Ali Cameron,2,G,20,3,419,46.8,39.1,85.7,183,66,141,27,69,24,28,20,25,45,20,27,31,1,lethbridge,2012
05,Jami Wiebe,3,G,18,-,119,29.7,21.4,47.1,33,11,37,3,14,8,17,3,9,12,1,14,6,0,lethbridge,2012
07,Lauren Taal,5,G,20,20,646,35.5,25.0,76.8,247,81,228,22,88,63,82,20,42,62,91,82,66,4,lethbridge,2012
09,Kassie Colonna,1,P,17,-,165,55.0,0.0,66.7,52,22,40,0,1,8,12,7,24,31,7,16,4,0,lethbridge,2012
10,Stephanie Inman,4,F,20,3,256,28.2,11.5,58.3,68,29,103,3,26,7,12,24,20,44,5,19,11,2,lethbridge,2012
11,Morgan Cross,4,F,20,7,349,42.2,37.9,54.2,100,38,90,11,29,13,24,20,32,52,29,41,2,3,lethbridge,2012
12,Natalie Nichols,4,G,17,15,456,38.1,20.0,47.5,151,64,168,4,20,19,40,51,55,106,53,52,44,1,lethbridge,2012
13,Katlyn Olsen,3,G,20,19,571,37.4,31.7,75.9,158,55,147,26,82,22,29,15,53,68,67,60,23,3,lethbridge,2012
14,Kim Veldman,2,P,20,20,506,42.7,11.1,75.9,201,67,157,1,9,66,87,51,88,139,20,48,18,9,lethbridge,2012
15,Deanna Dotts,3,P,19,13,383,38.1,28.6,61.5,116,45,118,2,7,24,39,33,53,86,14,19,16,14,lethbridge,2012
03,Andrea Filipkova,Fr,F,11,-,82,38.7,-,100.0,28,12,31,0,0,4,4,7,12,19,1,7,3,1,manitoba,2012
04,Lauren Mortier,Sr,F,19,11,402,24.8,19.7,69.2,86,28,113,12,61,18,26,16,40,56,41,61,26,2,manitoba,2012
05,S. Carmona-Galdamez,So,G,20,20,438,31.0,0.0,72.7,78,31,100,0,2,16,22,7,17,24,42,56,31,0,manitoba,2012
06,Stephanie Gill,So,G,20,8,346,37.6,40.7,93.8,107,35,93,22,54,15,16,6,24,30,24,45,16,0,manitoba,2012
07,Brittany Koop,Fr,F,17,2,209,32.9,22.2,58.3,61,24,73,6,27,7,12,9,19,28,8,25,12,1,manitoba,2012
08,Maria Pawlyshyn,Sr,F,20,11,465,33.0,12.5,73.3,87,31,94,3,24,22,30,33,50,83,12,61,24,0,manitoba,2012
09,Robyn Eyer,So,G,19,-,179,33.7,39.7,84.2,99,28,83,27,68,16,19,5,4,9,7,12,7,0,manitoba,2012
11,Christiane Fischer,Jr,G,19,-,205,26.8,18.2,75.0,30,11,41,2,11,6,8,3,13,16,23,32,21,2,manitoba,2012
12,Melanie Edel,Fr,F,18,3,279,43.8,100.0,43.8,78,35,80,1,1,7,16,21,29,50,6,21,6,0,manitoba,2012
13,Mubo Ilelaboye,Sr,F,20,19,564,35.3,29.5,77.0,250,85,241,23,78,57,74,34,41,75,16,83,40,6,manitoba,2012
14,Allison Balasko,So,F,18,18,531,36.7,0.0,80.3,167,55,150,0,5,57,71,39,68,107,16,59,21,6,manitoba,2012
15,Vanessa De vries,Jr,F,18,8,294,28.6,-,67.6,67,22,77,0,0,23,34,31,38,69,8,33,21,3,manitoba,2012
02,Michelle Clark,Jr,G,20,20,533,41.5,37.3,74.3,299,108,260,57,153,26,35,13,44,57,53,37,38,7,regina,2012
03,Joanna Zalesiak,Sr,G,20,20,582,38.1,26.0,63.6,255,93,244,13,50,56,88,34,90,124,117,98,55,6,regina,2012
04,Madi Docherty,Fr,G,17,-,171,32.3,28.6,60.9,40,10,31,6,21,14,23,3,21,24,18,15,16,1,regina,2012
05,Carly Graham,Sr,G,20,-,470,44.0,43.4,78.6,172,59,134,43,99,11,14,3,51,54,34,24,9,6,regina,2012
06,Taylor Pelletier,So,G,15,-,96,24.0,14.3,83.3,19,6,25,2,14,5,6,2,8,10,9,9,4,0,regina,2012
09,Jennilea Coppola,So,P,20,-,195,40.6,-,65.4,69,26,64,0,0,17,26,29,39,68,5,16,8,16,regina,2012
10,Alyssia Kajati,Fr,P,20,-,216,48.3,-,65.2,99,42,87,0,0,15,23,35,49,84,3,17,5,1,regina,2012
11,Danielle Schmidt,Sr,G,20,20,516,44.6,29.5,82.2,205,75,168,18,61,37,45,20,41,61,20,48,48,6,regina,2012
12,Megan Chamberlin,Jr,P,20,-,284,46.1,0.0,85.7,88,35,76,0,4,18,21,23,55,78,16,18,10,5,regina,2012
13,Brittany Read,Sr,P,20,20,327,55.3,-,83.0,158,57,103,0,0,44,53,42,75,117,7,26,17,14,regina,2012
14,Lindsay Ledingham,Sr,F,20,20,531,47.5,25.0,78.3,249,85,179,7,28,72,92,55,98,153,35,48,9,5,regina,2012
15,Kayla Hannah,So,P,15,-,81,55.6,-,91.7,31,10,18,0,0,11,12,10,18,28,1,8,3,0,regina,2012
02,Riley Humbert,So,G,20,-,298,45.6,34.3,40.0,78,31,68,12,35,4,10,1,18,19,18,17,14,0,saskatchewan,2012
04,Mary Hipperson,Sr,G,20,19,379,46.5,45.2,66.7,141,47,101,19,42,28,42,10,18,28,32,49,13,1,saskatchewan,2012
05,Kabree Howard,So,G,20,20,609,37.8,36.0,85.1,179,56,148,27,75,40,47,9,42,51,54,35,20,1,saskatchewan,2012
06,Kiera Lyons,Jr,G,20,-,298,43.1,32.6,83.9,147,53,123,15,46,26,31,17,52,69,9,37,23,3,saskatchewan,2012
07,Amy Lackie,Sr,G,20,14,334,29.5,29.2,73.3,92,31,105,19,65,11,15,9,24,33,21,29,7,1,saskatchewan,2012
08,Taya Keujer,Fr,F,18,-,106,57.9,-,61.5,30,11,19,0,0,8,13,8,12,20,2,17,5,0,saskatchewan,2012
09,Tracy Holloway,Jr,G,11,-,67,46.7,33.3,100.0,17,7,15,1,3,2,2,0,5,5,4,7,0,0,saskatchewan,2012
10,Katie Miyazaki,Sr,G,18,18,619,43.9,35.5,77.5,273,100,228,11,31,62,80,40,102,142,76,71,38,11,saskatchewan,2012
11,Trisha Carriere,So,F,12,6,188,40.5,-,55.6,44,17,42,0,0,10,18,7,11,18,7,19,5,0,saskatchewan,2012
12,Kelsey Trulsrud,Fr,G,20,3,404,50.0,11.1,72.9,130,43,86,1,9,43,59,36,56,92,12,29,29,0,saskatchewan,2012
13,Dalyce Emmerson,Fr,F,20,20,596,52.3,-,68.0,268,101,193,0,0,66,97,77,133,210,22,63,20,25,saskatchewan,2012
14,Jordyn Halvorson,Fr,G,20,-,125,39.1,50.0,40.0,25,9,23,1,2,6,15,9,18,27,6,13,6,0,saskatchewan,2012
01,Jade Montgomery,1,G,15,-,55,40.0,44.4,57.1,20,6,15,4,9,4,7,2,4,6,1,2,2,1,thompsonrivers,2012
04,Kaitlyn Widsten,5,G,15,10,387,36.4,39.6,76.5,146,44,121,19,48,39,51,12,57,69,22,48,18,1,thompsonrivers,2012
06,Jorri Duxbury,2,G,18,18,582,42.5,25.0,61.4,129,45,106,4,16,35,57,23,67,90,101,83,40,6,thompsonrivers,2012
07,Jen Ju,4,P,18,15,551,38.5,34.2,73.7,250,92,239,38,111,28,38,7,42,49,31,65,35,2,thompsonrivers,2012
10,Tracy Kocs,4,F,18,2,345,27.1,35.6,79.1,114,32,118,16,45,34,43,29,45,74,24,33,11,3,thompsonrivers,2012
11,Taiysa Worsfeld,1,G,18,-,363,32.1,25.0,56.8,128,44,137,15,60,25,44,30,36,66,29,47,28,1,thompsonrivers,2012
12,Kailey Colonna,5,F,18,15,383,26.7,0.0,77.8,60,23,86,0,2,14,18,25,65,90,26,37,21,22,thompsonrivers,2012
13,Diane Schuetze,4,F,18,18,560,42.2,22.7,78.2,334,109,258,5,22,111,142,57,104,161,13,37,14,12,thompsonrivers,2012
14,Michelle Dimond,5,F,18,12,348,53.3,0.0,42.1,72,32,60,0,4,8,19,20,52,72,15,24,15,0,thompsonrivers,2012
02,Emily Knauff,4,g,18,18,506,31.0,32.6,53.2,129,45,145,14,43,25,47,39,40,79,34,40,28,1,trinitywestern,2012
04,Janelle Traber,3,g,18,1,334,30.9,26.8,82.8,103,34,110,11,41,24,29,14,28,42,21,22,11,0,trinitywestern,2012
05,Stephanie Carkner,4,g,18,18,532,29.0,31.8,60.0,67,18,62,7,22,24,40,9,48,57,51,39,57,2,trinitywestern,2012
08,Chelsey Olsen,2,g,18,-,201,29.8,23.8,61.1,44,14,47,5,21,11,18,24,17,41,7,17,10,1,trinitywestern,2012
09,Laurissa Weigl,2,f,17,-,146,38.7,0.0,38.5,29,12,31,0,1,5,13,7,7,14,6,9,3,0,trinitywestern,2012
11,Holly Strom,3,f,18,18,474,42.6,20.0,68.2,227,89,209,4,20,45,66,47,58,105,24,40,29,11,trinitywestern,2012
12,Kristen Ford,1,f,15,-,88,31.6,0.0,50.0,15,6,19,0,2,3,6,11,4,15,2,2,6,0,trinitywestern,2012
13,Laurelle Weigl,5,p,15,12,356,41.8,20.0,72.1,145,56,134,2,10,31,43,27,43,70,18,29,14,1,trinitywestern,2012
14,Tiffany Olsen,5,f,18,15,476,40.4,0.0,67.2,197,78,193,0,3,41,61,34,63,97,15,20,19,3,trinitywestern,2012
15,Sarah Cleveland,3,g,18,8,411,33.9,29.3,77.8,177,60,177,29,99,28,36,4,30,34,42,47,15,3,trinitywestern,2012
01,Kristen Hughes,4,G,18,18,560,33.3,32.1,83.7,182,55,165,36,112,36,43,11,39,50,46,49,19,1,ubc,2012
02,Cassandra Knievel,1,G,18,-,311,21.4,18.6,90.0,65,18,84,11,59,18,20,1,26,27,28,22,10,1,ubc,2012
03,Victoria Spangehl,,F,18,-,216,51.4,-,56.0,52,19,37,0,0,14,25,20,33,53,6,20,7,8,ubc,2012
06,Kristjana Young,2,G,18,18,562,50.2,23.8,84.2,275,111,221,5,21,48,57,35,89,124,83,61,37,8,ubc,2012
09,Adrienne Parkin,1,F,15,-,142,34.6,28.6,50.0,24,9,26,4,14,2,4,10,23,33,7,14,8,5,ubc,2012
10,Erika Vieweg,3,G,16,-,257,38.9,33.3,66.7,50,21,54,6,18,2,3,12,15,27,16,17,17,1,ubc,2012
12,Zara Huntley,5,P,18,18,470,49.2,-,82.9,248,90,183,0,0,68,82,54,72,126,23,35,12,27,ubc,2012
13,Alexandra Vieweg,5,F,18,18,498,53.0,37.9,78.7,224,88,166,11,29,37,47,42,63,105,34,45,42,14,ubc,2012
15,Leigh Stansfield,4,P,18,18,382,46.4,0.0,65.2,145,51,110,0,1,43,66,32,54,86,9,22,17,19,ubc,2012
02,Emily Kanester,,G,18,16,442,32.8,26.3,69.1,142,42,128,20,76,38,55,13,43,56,11,60,22,1,ubcokanagan,2012
03,Audrey Siebert-Timmer,,P,18,2,185,31.5,-,48.4,49,17,54,0,0,15,31,11,19,30,0,20,11,3,ubcokanagan,2012
04,Ashley Briker,,G,17,16,532,29.8,22.1,75.0,132,42,141,15,68,33,44,12,35,47,49,91,19,0,ubcokanagan,2012
05,Kiersten Schulhan,,P,18,-,202,16.0,0.0,61.9,21,4,25,0,2,13,21,9,16,25,6,15,7,2,ubcokanagan,2012
06,Krystal Schouten,,PF,18,18,443,42.7,-,76.7,105,41,96,0,0,23,30,37,49,86,10,44,8,4,ubcokanagan,2012
07,Roslyn Huber,,P,17,17,484,48.1,40.0,63.9,231,91,189,10,25,39,61,21,55,76,25,54,42,2,ubcokanagan,2012
09,Madison Kaneda,,G,14,14,400,35.7,37.5,79.6,156,51,143,15,40,39,49,15,54,69,25,45,28,1,ubcokanagan,2012
10,Whitney Hamilton,,P,16,-,102,33.3,43.5,-,32,11,33,10,23,0,0,2,18,20,1,8,0,0,ubcokanagan,2012
11,Laura Campbell,,P,18,-,180,19.0,0.0,71.0,38,8,42,0,10,22,31,15,16,31,9,23,6,0,ubcokanagan,2012
12,Tia Sadler,,G,15,-,71,31.3,33.3,60.0,26,10,32,3,9,3,5,3,5,8,1,12,1,0,ubcokanagan,2012
14,Mackenzie Carnes,,W,18,-,174,16.1,21.4,50.0,16,5,31,3,14,3,6,10,15,25,6,22,3,3,ubcokanagan,2012
15,Angela White,,G,16,7,388,31.8,23.5,76.2,74,27,85,4,17,16,21,16,19,35,19,41,25,2,ubcokanagan,2012
02,Z. Smith-Haramboure,Fr,F,14,-,88,28.1,13.6,70.0,28,9,32,3,22,7,10,2,7,9,4,5,0,0,ufv,2012
03,Aieisha Luyken,Jr,G,17,17,541,33.3,27.1,73.0,210,69,207,26,96,46,63,16,38,54,58,52,32,2,ufv,2012
04,Courtney Bartel,Jr,G,18,18,398,30.7,25.3,90.9,124,47,153,20,79,10,11,19,43,62,25,26,34,0,ufv,2012
05,Sarah Wierks,So,F,18,18,480,45.8,0.0,73.8,168,60,131,0,1,48,65,66,111,177,11,39,19,7,ufv,2012
07,Kayli Sartori,Fr,F,18,1,342,31.5,30.0,56.3,117,39,124,12,40,27,48,25,57,82,12,32,18,4,ufv,2012
09,Tessa Klassen,Sr,G,18,18,619,39.5,37.4,83.0,227,77,195,34,91,39,47,9,48,57,67,53,40,2,ufv,2012
10,Nicole Wierks,Jr,F,18,18,521,42.4,39.3,68.4,191,64,151,11,28,52,76,51,55,106,25,48,38,1,ufv,2012
11,Celeste Dyck,So,G,17,-,185,44.4,46.2,63.6,60,20,45,6,13,14,22,8,27,35,11,26,21,0,ufv,2012
13,Alexa McCarthy,Jr,G,18,-,221,34.1,14.3,76.0,50,15,44,1,7,19,25,6,10,16,19,13,18,0,ufv,2012
15,Samantha Kurath,Jr,F,18,-,179,44.1,-,64.3,39,15,34,0,0,9,14,12,14,26,5,11,2,0,ufv,2012
04,Jessica Renfrew,2,F,18,18,464,41.8,21.2,67.7,199,82,196,14,66,21,31,31,36,67,28,36,29,1,victoria,2012
05,Jenny Lewis,1,G,18,-,273,34.6,25.0,76.2,80,27,78,10,40,16,21,11,21,32,15,21,11,1,victoria,2012
06,Deborah Yeboah,4,G,18,17,520,43.6,30.4,87.0,267,103,236,14,46,47,54,25,58,83,39,36,31,2,victoria,2012
07,Shaylyn Crisp,1,G,18,2,281,32.3,34.3,73.7,66,20,62,12,35,14,19,7,20,27,16,11,11,1,victoria,2012
08,Cassandra Goodis,2,G,18,17,609,34.7,32.7,66.7,185,59,170,17,52,50,75,14,66,80,101,67,51,1,victoria,2012
09,Allison Mulock,3,F,18,-,199,41.1,42.6,90.9,76,23,56,20,47,10,11,15,14,29,15,10,10,0,victoria,2012
10,Jordyn Newman,1,G,16,-,154,34.0,34.4,100.0,47,16,47,11,32,4,4,11,9,20,8,15,3,0,victoria,2012
12,Sarah Semeniuk,3,F,18,17,458,44.0,0.0,45.3,125,48,109,0,1,29,64,43,89,132,21,37,24,15,victoria,2012
13,Natalie Janssens,3,F,17,1,206,41.9,-,53.8,50,18,43,0,0,14,26,28,39,67,8,11,15,11,victoria,2012
15,Chelsea Mcmullen,4,F,18,18,444,48.7,0.0,53.4,183,76,156,0,2,31,58,30,51,81,14,31,21,1,victoria,2012
04,Stephanie Kleysen,So,G,14,14,407,39.3,45.0,85.4,138,44,112,9,20,41,48,47,54,101,36,40,23,10,winnipeg,2012
05,Yael Kaplan,So,G,19,9,414,35.6,29.5,74.5,205,73,205,18,61,41,55,29,24,53,24,39,29,2,winnipeg,2012
06,Heather Hildebrandt,Sr,G,19,3,251,25.5,14.3,100.0,32,12,47,2,14,6,6,8,25,33,16,19,20,2,winnipeg,2012
07,Britley Wermie,So,G,16,-,126,28.9,26.7,100.0,28,11,38,4,15,2,2,6,9,15,2,8,9,0,winnipeg,2012
08,Mackenzie Prasek,Sr,G,20,20,571,29.0,29.8,71.4,110,36,124,28,94,10,14,15,41,56,31,25,29,1,winnipeg,2012
09,Tia Coulter,Fr,F,20,14,472,29.6,0.0,60.0,104,40,135,0,7,24,40,35,77,112,23,56,22,4,winnipeg,2012
11,Alyssa Grant,Jr,F,20,20,506,34.3,33.7,68.2,188,69,201,35,104,15,22,25,51,76,20,31,13,3,winnipeg,2012
12,Danielle Baril,Jr,G,20,-,279,23.1,29.4,90.0,38,12,52,5,17,9,10,19,43,62,12,37,15,4,winnipeg,2012
14,Amy Ogidan,Sr,G,20,20,576,31.1,21.1,82.7,265,82,264,15,71,86,104,55,95,150,46,77,36,17,winnipeg,2012
15,Alex Warburton,Fr,P,18,-,372,35.1,47.4,61.1,109,39,111,9,19,22,36,33,42,75,14,26,10,6,winnipeg,2012
5,Chika Chiekwe,,G,19,-,142,33.3,-,42.9,24,9,27,0,0,6,14,13,25,38,7,8,7,1,acadia,2013
7,Carlie MacDonald,,G,20,14,466,31.1,29.4,63.2,73,28,90,5,17,12,19,9,19,28,67,65,42,9,acadia,2013
8,Maya Macatumpag,,G,16,-,80,50.0,100.0,-,13,6,12,1,1,0,0,5,9,14,5,6,2,1,acadia,2013
9,Kristy Moore,,G,18,18,618,41.5,34.8,75.5,352,119,287,31,89,83,110,27,77,104,46,53,31,1,acadia,2013
10,Rita Leila Sibo,,G,20,19,611,39.3,26.5,80.0,181,64,163,13,49,40,50,36,78,114,28,32,35,1,acadia,2013
11,Abbey Duinker,,F,20,20,631,34.7,24.1,78.5,280,102,294,14,58,62,79,55,113,168,32,42,26,32,acadia,2013
13,Rachel Savage,,F,20,3,407,46.9,44.4,72.4,151,53,113,24,54,21,29,22,52,74,20,40,9,4,acadia,2013
14,Lindsay Harris,,G,17,17,591,44.5,42.3,78.7,275,97,218,11,26,70,89,52,82,134,40,34,27,10,acadia,2013
21,Aprille Deus,,G,20,3,236,22.7,31.8,62.5,32,10,44,7,22,5,8,7,12,19,16,22,7,0,acadia,2013
05,Tanira McClurkin,Sr,G,20,20,655,33.4,28.8,76.0,297,100,299,40,139,57,75,7,54,61,74,70,39,2,capebreton,2013
06,Hope Edwards,Sr,F,20,11,332,49.2,-,52.9,71,31,63,0,0,9,17,28,57,85,19,35,16,13,capebreton,2013
07,Colleen Keane,Fr,F,20,19,563,36.5,25.0,81.8,173,62,170,4,16,45,55,37,81,118,30,79,27,7,capebreton,2013
08,Samantha Minicucci,Fr,G,20,19,458,27.8,8.3,63.6,82,30,108,1,12,21,33,12,38,50,14,42,11,5,capebreton,2013
09,Kayla Gardner,Fr,F,17,3,237,18.2,16.7,82.4,43,12,66,5,30,14,17,6,13,19,7,26,6,0,capebreton,2013
10,Natasha Roach,Fr,G,19,-,242,20.5,14.7,63.3,58,17,83,5,34,19,30,8,19,27,12,20,20,2,capebreton,2013
11,Jalynn Skeir,Fr,G,20,1,383,40.0,44.4,75.0,78,30,75,12,27,6,8,9,26,35,18,29,12,2,capebreton,2013
12,Brittany Hollins,Sr,G,20,18,535,39.5,35.5,75.0,204,68,172,11,31,57,76,29,49,78,37,32,34,1,capebreton,2013
13,Justine MacNeil,Sr,F,19,2,176,35.0,-,80.0,44,14,40,0,0,16,20,10,21,31,8,17,7,3,capebreton,2013
32,Naudia Campbell,Sr,F,19,7,315,41.2,-,50.0,151,61,148,0,0,29,58,54,82,136,19,41,19,7,capebreton,2013
03,Hannah Gonzales,So,G,14,-,77,36.0,20.0,100.0,21,9,25,2,10,1,1,2,6,8,6,11,6,0,dalhousie,2013
04,Anna Von maltzahn,Sr,F,20,20,602,44.0,0.0,79.5,239,102,232,0,1,35,44,68,139,207,49,49,29,18,dalhousie,2013
05,Courtney Thompson,Jr,G,20,20,668,43.4,25.8,80.7,206,76,175,8,31,46,57,20,73,93,78,67,36,6,dalhousie,2013
