NAME,TEAM,SEASON,PLYR_YR,NUM,GP,GS,MIN/G
Becky Ralph,brock,2015,,14,19.0,18.0,24.2
Aryn Finley,brock,2015,,15,19.0,1.0,13.8
Kira Cornelissen,brock,2015,,22,19.0,6.0,19.6
Sydney Glanville,carleton,2015,,04,10.0,0.0,5.0
Stephanie Carr,carleton,2015,,05,19.0,6.0,23.7
Emma O'Brien,carleton,2015,,06,0.0,0.0,0.0
Natasha Plaskacz,carleton,2015,,07,19.0,16.0,26.7
Lindsay Shotbolt,carleton,2015,,08,14.0,14.0,27.8
Nicole Istead,carleton,2015,,09,3.0,0.0,1.0
Abeer Farhat,carleton,2015,,10,19.0,17.0,29.0
Lindsey Suprunchuk,carleton,2015,,11,17.0,15.0,26.4
Brianne Hamilton,carleton,2015,,12,16.0,1.0,12.1
Nicole Gilmore,carleton,2015,,13,19.0,1.0,16.3
Amanda Niyonkuru,carleton,2015,,20,13.0,0.0,4.8
Elizabeth Leblanc,carleton,2015,,21,18.0,8.0,25.5
Heather Lindsay,carleton,2015,,22,19.0,13.0,19.9
Barbara Inrig-Pieterse,guelph,2015,S,4,19.0,18.0,29.9
Bridget Atkinson,guelph,2015,F,5,18.0,17.0,31.1
Megan Brenkel,guelph,2015,F,6,13.0,0.0,15.7
Haley Belyk,guelph,2015,F,7,17.0,0.0,12.5
