NAME,TEAM,SEASON,PLYR_YR,NUM,GP,GS,MIN/G
Kyia Giles,regina,2019,J,06,16.0,9.0,20.2
Gabby Kukura,regina,2019,F,07,18.0,0.0,6.6
Macaela Crone,regina,2019,S,08,20.0,19.0,24.2
Kyanna Giles,regina,2019,J,09,19.0,19.0,25.7
Alexi Rowden,regina,2019,S,10,20.0,1.0,10.6
Carolina Goncalves,regina,2019,S,11,17.0,7.0,21.8
Christina McCusker,regina,2019,S,12,19.0,18.0,21.2
Faith Reid,regina,2019,S,13,20.0,0.0,16.2
Angela Bongomin,regina,2019,S,14,20.0,2.0,14.8
Madeleine Tell,regina,2019,F,15,17.0,0.0,7.7
Maya Olynyk,saskatchewan,2019,S,00,16.0,1.0,13.8
Libby Epoch,saskatchewan,2019,J,01,20.0,20.0,23.9
Christy Fehr,saskatchewan,2019,J,02,5.0,0.0,6.4
Carly Ahlstrom,saskatchewan,2019,F,03,15.0,0.0,9.9
Brianna Fehr,saskatchewan,2019,J,04,20.0,0.0,14.8
Sabine Dukate,saskatchewan,2019,S,05,20.0,20.0,26.9
Katriana Philipenko,saskatchewan,2019,S,06,19.0,0.0,13.3
Megan Ahlstrom,saskatchewan,2019,S,07,20.0,20.0,23.9
Kyla Shand,saskatchewan,2019,S,08,19.0,8.0,14.2
Ashley de Sousa Martins,saskatchewan,2019,F,10,20.0,11.0,15.0
Summer Masikewich,saskatchewan,2019,J,11,20.0,20.0,27.3
Kelsey Lalor,saskatchewan,2019,J,12,20.0,0.0,15.0
Janaya Brown,saskatchewan,2019,J,13,6.0,0.0,6.2
Vera Crooks,saskatchewan,2019,S,15,13.0,0.0,7.8
Team Team,saskatchewan,2019,,TM,0.0,0.0,0.0
Emily Ferguson,thompsonrivers,2019,,01,14.0,0.0,3.3
Emma Lizee,thompsonrivers,2019,,02,7.0,0.0,2.4
Megan Rouault,thompsonrivers,2019,,03,19.0,1.0,17.4
Leilani Carney,thompsonrivers,2019,,05,20.0,19.0,31.1
Jenae John,thompsonrivers,2019,,06,15.0,0.0,6.1
Lauren Walkley,thompsonrivers,2019,,07,20.0,0.0,16.7
Emily Vilac,thompsonrivers,2019,,09,20.0,19.0,26.4
Jordon Haggerty,thompsonrivers,2019,,11,19.0,18.0,31.4
Kanesha Reeves,thompsonrivers,2019,,12,20.0,19.0,28.2
Courtney Sampson,thompsonrivers,2019,,13,8.0,0.0,3.6
Michelle Bos,thompsonrivers,2019,,14,20.0,19.0,34.3
Brooklyn Golt,thompsonrivers,2019,,15,20.0,0.0,9.4
Nicole Fransson,trinitywestern,2019,,01,20.0,6.0,22.9
Jaya Bannerman,trinitywestern,2019,,02,13.0,0.0,4.3
Sarah Buckingham,trinitywestern,2019,,03,20.0,20.0,34.2
Jenna Van Delft,trinitywestern,2019,,04,5.0,0.0,3.0
Jolene Vlieg,trinitywestern,2019,,05,15.0,0.0,7.8
Tessa Needham,trinitywestern,2019,,06,20.0,3.0,7.3
Kianna Wiens,trinitywestern,2019,,07,20.0,13.0,26.4
Simran Grewal,trinitywestern,2019,,08,11.0,0.0,11.8
Julia Marshall,trinitywestern,2019,,09,20.0,6.0,13.7
Jessie Brown,trinitywestern,2019,,10,20.0,20.0,31.0
Nicola Peters,trinitywestern,2019,,11,9.0,0.0,8.6
Breanna Cabuco,trinitywestern,2019,,12,19.0,2.0,7.0
Grace Guderyan,trinitywestern,2019,,13,0.0,0.0,0.0
Tessa Ratzlaff,trinitywestern,2019,,14,16.0,15.0,29.1
Teanna Bradshaw,trinitywestern,2019,,15,18.0,15.0,16.6
Ose Obetoh,trinitywestern,2019,2R,RS,0.0,0.0,0.0
Kate Johnson,ubc,2019,S,01,20.0,9.0,24.0
Tanis Metcalfe,ubc,2019,F,02,20.0,0.0,13.1
Marcie Schlick,ubc,2019,J,03,0.0,0.0,0.0
Isabelle Khalifa,ubc,2019,S,04,11.0,0.0,4.4
Hailey Counsell,ubc,2019,F,05,20.0,11.0,21.4
Ali Norris,ubc,2019,J,06,3.0,0.0,8.3
Krysten Lindquist,ubc,2019,S,07,9.0,0.0,4.9
Dayna Pearce,ubc,2019,S,08,0.0,0.0,0.0
Keylyn Filewich,ubc,2019,J,09,20.0,20.0,30.4
Gabrielle Laguerta,ubc,2019,J,10,20.0,0.0,14.7
Jess Hanson,ubc,2019,S,11,20.0,20.0,31.9
Dina Strujic,ubc,2019,S,12,18.0,0.0,11.0
Madison Legault,ubc,2019,S,14,20.0,20.0,25.1
Maddison Penn,ubc,2019,S,15,20.0,20.0,28.5
Martina Mason,ubcokanagan,2019,,00,13.0,0.0,5.0
Lindsey Bott,ubcokanagan,2019,,01,15.0,4.0,16.4
Vanessa Botteselle,ubcokanagan,2019,,02,20.0,20.0,36.4
Braxtyn Horbay,ubcokanagan,2019,,03,15.0,0.0,6.3
Claire Mitchell,ubcokanagan,2019,R,04,0.0,0.0,0.0
Katie Punia,ubcokanagan,2019,,05,14.0,7.0,20.8
Josi Debruyn,ubcokanagan,2019,,06,14.0,0.0,4.2
Sadie Beers,ubcokanagan,2019,,07,20.0,13.0,19.6
Brianna Falk,ubcokanagan,2019,,08,12.0,8.0,22.4
Ana Evans,ubcokanagan,2019,,10,20.0,20.0,25.8
Amanda Pearson,ubcokanagan,2019,,11,11.0,0.0,4.2
Jordan Korol,ubcokanagan,2019,,12,20.0,20.0,32.5
Mackenzie Horst,ubcokanagan,2019,,13,20.0,0.0,15.4
Claire Feasby,ubcokanagan,2019,,14,19.0,8.0,19.1
Jessica Zawada,ufv,2019,,01,18.0,0.0,7.6
Abby Zawada,ufv,2019,,02,20.0,3.0,17.6
Madison Draayers,ufv,2019,,03,17.0,0.0,4.9
Kate Head,ufv,2019,,04,20.0,20.0,32.0
Victoria Jacobse,ufv,2019,,05,20.0,20.0,27.4
Alexis Worrell,ufv,2019,,06,20.0,4.0,12.9
Natalie Rathler,ufv,2019,,08,20.0,6.0,9.3
Taylor Claggett,ufv,2019,,10,19.0,19.0,35.9
Elissa Vreugdenhil,ufv,2019,,11,0.0,0.0,0.0
Veronica Kobes,ufv,2019,,12,20.0,2.0,9.0
Madeline Beerwald,ufv,2019,,13,19.0,10.0,12.7
Amanda Thompson,ufv,2019,,14,17.0,16.0,29.2
Katelyn Mallette,ufv,2019,,15,10.0,0.0,19.5
Team Team,ufv,2019,,TM,0.0,0.0,0.0
Cevanna Carlson,unbc,2019,,01,17.0,0.0,5.9
Kyla Giesbrecht,unbc,2019,,02,14.0,0.0,5.6
Lucy Guan,unbc,2019,,04,10.0,0.0,6.7
Julia Gallant,unbc,2019,,05,19.0,0.0,9.6
Madison Landry,unbc,2019,,06,20.0,19.0,32.4
Alina Shakirova,unbc,2019,,07,20.0,2.0,24.2
Abby Gibb,unbc,2019,,08,20.0,19.0,24.8
Emily Holmes,unbc,2019,,09,19.0,17.0,22.6
Sierra Gallego,unbc,2019,R,11,1.0,0.0,0.0
Maria Mongomo,unbc,2019,,12,20.0,19.0,32.5
Vasiliki Louka,unbc,2019,,13,20.0,19.0,34.6
Devon Wood,unbc,2019,,14,17.0,0.0,6.1
Alexis Magrath,unbc,2019,,15,18.0,0.0,4.1
Hannah Walline,victoria,2019,F,01,13.0,0.0,7.1
Calli McMillan,victoria,2019,S,02,20.0,17.0,30.3
Amira Giannattasio,victoria,2019,S,03,20.0,20.0,31.8
Morgan Roskelley,victoria,2019,S,04,20.0,3.0,18.5
Kayla Krug,victoria,2019,F,05,4.0,0.0,2.0
Haily Weaver,victoria,2019,J,06,20.0,11.0,19.4
Ashlyn Day,victoria,2019,J,07,20.0,8.0,29.7
Aleah Ashlee,victoria,2019,S,08,20.0,20.0,30.1
Kristy Gallagher,victoria,2019,S,09,2.0,0.0,0.0
Roza Kalashnikoff,victoria,2019,F,10,14.0,0.0,3.5
Kennedy Cuspard,victoria,2019,F,11,18.0,1.0,7.6
Katie Langdon,victoria,2019,S,12,20.0,19.0,24.6
Ellen Ougrinov,victoria,2019,J,13,1.0,0.0,2.0
Xenia Knoop,victoria,2019,F,14,9.0,0.0,3.6
Paige Thomson,victoria,2019,S,15,8.0,1.0,6.1
Lyndzie Caron,victoria,2019,J,99,0.0,0.0,0.0
Farrah Castillo,winnipeg,2019,,01,20.0,20.0,32.6
Rayna Anderson,winnipeg,2019,,02,0.0,0.0,0.0
Chelsea Espenberg,winnipeg,2019,,04,1.0,0.0,1.0
Lena Wenke,winnipeg,2019,,06,20.0,17.0,20.8
Robyn Boulanger,winnipeg,2019,,07,20.0,0.0,21.6
Mikayla Funk,winnipeg,2019,,08,20.0,13.0,17.4
Faith Hezekiah,winnipeg,2019,,09,19.0,19.0,34.6
Jessica Dyck,winnipeg,2019,,10,20.0,20.0,28.1
Jillian Duncan,winnipeg,2019,,11,20.0,0.0,11.6
Paige Hastings Van,winnipeg,2019,,13,20.0,7.0,16.1
Deborah Nkiasi,winnipeg,2019,,14,18.0,4.0,17.4
Vanessa Millions,winnipeg,2019,,15,12.0,0.0,5.5
Abbie Fox,acadia,2020,Fr,1,16.0,0.0,4.4
Haley McDonald,acadia,2020,S,2,20.0,20.0,31.9
Hannah Fuller,acadia,2020,Fr,3,9.0,0.0,2.1
Eva Widmeyer,acadia,2020,So,4,19.0,0.0,11.2
Claire Ayotte,acadia,2020,J,5,20.0,1.0,11.4
Kelsey Rice,acadia,2020,S,6,4.0,1.0,12.5
Olivia Moller,acadia,2020,Fr,7,17.0,0.0,4.9
Rachel Clouatre-Trudeau,acadia,2020,J,8,20.0,20.0,27.2
Jayda Veinot,acadia,2020,S,9,15.0,12.0,28.4
Meghan MacLeod,acadia,2020,S,10,17.0,0.0,6.7
Mia Roberts,acadia,2020,Sr,11,20.0,17.0,24.8
Elizabeth Beals-Iseyemi,acadia,2020,Fr,12,6.0,0.0,18.2
Sarsha Cadle,acadia,2020,J,13,17.0,17.0,22.8
Deidre Harris,acadia,2020,Jr,14,20.0,1.0,11.7
Julia Sylvester,acadia,2020,Fr,15,20.0,11.0,19.2
Michele Tchiakoua,acadia,2020,Jr,16,0.0,0.0,0.0
Audrey Rankin,capebreton,2020,,1,18.0,13.0,28.5
Sydney Guker-Wickie,capebreton,2020,,2,20.0,6.0,21.4
Addie Mailhot,capebreton,2020,,4,20.0,17.0,25.4
Helene Kystad,capebreton,2020,,5,17.0,0.0,9.4
Monique Calliste,capebreton,2020,,6,18.0,16.0,31.1
Ava Prosser,capebreton,2020,,7,18.0,1.0,11.4
Rihanna MacDonald,capebreton,2020,,8,9.0,0.0,4.0
Abby Linehan,capebreton,2020,,9,4.0,0.0,0.0
Sarah Hiscock,capebreton,2020,,10,5.0,2.0,19.4
MacKenzee Ryan,capebreton,2020,,11,20.0,20.0,36.8
Hailey MacLeod,capebreton,2020,,13,20.0,8.0,21.3
Maia Watling,capebreton,2020,,21,19.0,17.0,18.4
Talia Boutilier,capebreton,2020,,34,8.0,0.0,3.4
Ariel Provo,dalhousie,2020,J,3,10.0,8.0,22.7
Emily Braun,dalhousie,2020,F,4,2.0,0.0,1.5
Morgan Gause,dalhousie,2020,F,5,20.0,10.0,22.5
Emily Kelly,dalhousie,2020,F,6,12.0,0.0,8.8
Hannah Chadwick,dalhousie,2020,S,7,20.0,8.0,19.2
Emily Holt,dalhousie,2020,S,9,20.0,18.0,25.8
Nalini Maharaj,dalhousie,2020,F,10,20.0,6.0,14.0
Chelsea Slawter-Wright,dalhousie,2020,S,11,20.0,18.0,29.0
Lia Kentzler,dalhousie,2020,S,12,18.0,10.0,18.1
Katelyn Scott,dalhousie,2020,J,13,18.0,2.0,9.0
Chloe Wilson,dalhousie,2020,F,14,19.0,15.0,27.7
Bridget McSwiggan,dalhousie,2020,S,15,16.0,5.0,18.0
Meghan Greenland,dalhousie,2020,J,20,18.0,0.0,8.6
Jane Baird,memorial,2020,,4,16.0,16.0,26.1
Emma Power,memorial,2020,,6,19.0,0.0,5.4
Alana Short,memorial,2020,,7,20.0,20.0,29.4
Ashley Collins,memorial,2020,,8,20.0,0.0,9.8
Cameron Longley,memorial,2020,,11,20.0,18.0,19.9
Carly Stevenson,memorial,2020,,12,1.0,0.0,1.0
Erin Long,memorial,2020,,13,17.0,0.0,5.8
Ines Salat Margarit,memorial,2020,,14,20.0,19.0,22.6
Hannah Green,memorial,2020,,15,20.0,2.0,14.2
Haille Nickerson,memorial,2020,,23,20.0,20.0,31.9
Sammi Deakin-Sharpe,memorial,2020,,24,19.0,4.0,22.8
Kelli Linehan,memorial,2020,,31,20.0,0.0,8.7
Gabrielle Roche,memorial,2020,,32,20.0,1.0,12.2
Grace Bennett,memorial,2020,,RS,0.0,0.0,0.0
Katelyn Power,saintmarys,2020,1s,4,18.0,0.0,8.8
Sarah Forgie,saintmarys,2020,2n,6,19.0,0.0,8.8
Safiya Hurst,saintmarys,2020,2n,7,18.0,0.0,9.2
Clara Gascoigne,saintmarys,2020,1s,8,20.0,20.0,27.4
Alaina McMillan,saintmarys,2020,2n,9,20.0,20.0,31.9
Aiyanna Empringham,saintmarys,2020,2n,10,19.0,0.0,9.1
Kendra MacKinnon,saintmarys,2020,3r,11,20.0,16.0,26.8
Torrie Janes,saintmarys,2020,1s,12,15.0,0.0,6.7
Arianna Macias,saintmarys,2020,4t,13,20.0,20.0,26.8
Lucina Beaumont,saintmarys,2020,1s,14,20.0,20.0,29.1
Marlo Steenbakkers,saintmarys,2020,1s,21,20.0,4.0,8.6
Estelle Eduardo,saintmarys,2020,4t,22,20.0,0.0,13.1
Brianna Gottschall,stfx,2020,S,4,5.0,0.0,3.4
Briar MacDonald,stfx,2020,F,5,20.0,17.0,29.1
Aliyah Fraser,stfx,2020,F,6,20.0,17.0,31.8
Kimberly Kingsbury,stfx,2020,J,8,20.0,13.0,27.9
Courtney Taylor,stfx,2020,F,9,18.0,0.0,9.0
Maggie Segeren,stfx,2020,S,10,5.0,0.0,7.4
Lucia MacKay,stfx,2020,S,11,2.0,2.0,16.5
Emma Norris,stfx,2020,S,14,20.0,0.0,9.0
Marley Bonnick,stfx,2020,F,15,20.0,16.0,27.3
Grace Rheault,stfx,2020,F,21,19.0,13.0,22.2
Jamie McCarron,stfx,2020,S,22,20.0,8.0,21.9
Shania Graham,stfx,2020,S,23,6.0,0.0,6.0
Karina Sarai,stfx,2020,F,24,18.0,14.0,21.2
Mikaela Dodig,unb,2020,,4,20.0,20.0,34.4
Marley Curwin,unb,2020,,5,20.0,0.0,15.3
Madeline Orlando,unb,2020,,6,18.0,0.0,6.2
Bailey Black,unb,2020,,7,20.0,13.0,20.7
Katie Daley,unb,2020,,8,18.0,7.0,20.1
Julia Summers,unb,2020,,9,16.0,0.0,5.4
Jaiden Penney,unb,2020,,10,2.0,0.0,1.5
Hayley Tait,unb,2020,,11,5.0,0.0,3.4
Sara Fudge,unb,2020,,12,17.0,0.0,8.6
Krystal Osburn,unb,2020,,13,16.0,9.0,23.7
Grace Simpson,unb,2020,,14,20.0,20.0,25.4
Eva Tumwine,unb,2020,,15,19.0,12.0,20.9
Mikitshi Basambombo,unb,2020,,20,16.0,0.0,9.5
Jessie Weaver,unb,2020,,22,2.0,0.0,0.0
Jolianne Guay,unb,2020,,33,20.0,19.0,22.6
Katie McAffee,unb,2020,,RS,0.0,0.0,0.0
Jenna Mae Ellsworth,upei,2020,4t,4,17.0,17.0,32.1
Ashleigh Marshall,upei,2020,1s,5,18.0,0.0,6.2
Madison Orser,upei,2020,1s,6,12.0,0.0,5.7
Lauren Fleming,upei,2020,3r,7,20.0,9.0,23.6
Lexi MacInnis,upei,2020,3r,8,19.0,0.0,8.8
Reese Baxendale,upei,2020,3r,9,20.0,20.0,33.0
Julie Campbell,upei,2020,3r,10,0.0,0.0,0.0
Reilly Sullivan,upei,2020,1s,10,17.0,1.0,13.6
Karla Yepez,upei,2020,4t,11,18.0,18.0,29.8
Kimeshia Henry,upei,2020,5t,12,8.0,0.0,10.0
Lauren Harris,upei,2020,1s,13,2.0,0.0,5.5
Annabelle Charron,upei,2020,1s,14,19.0,3.0,11.9
Carolina Del Santo,upei,2020,4t,15,12.0,12.0,26.1
Sydney Whitlock,upei,2020,1s,21,6.0,0.0,2.2
Lauren Rainford,upei,2020,1s,23,20.0,20.0,27.9
Amaiquen Siciliano,bishops,2020,,04,16.0,16.0,37.0
Metchline Gabelus,bishops,2020,,05,16.0,16.0,34.1
Jennifer Louis,bishops,2020,,06,11.0,8.0,27.4
Maria Cordoba,bishops,2020,,07,9.0,0.0,1.4
Eva Kuhar,bishops,2020,,09,0.0,0.0,0.0
Sabrina Kone,bishops,2020,,10,14.0,1.0,10.2
Deborah Aboagye,bishops,2020,,11,16.0,11.0,31.7
Jayne-Laure Dumerjean,bishops,2020,,12,15.0,0.0,9.3
Jael Kabunda,bishops,2020,,14,16.0,15.0,32.1
Tamara Pinto,bishops,2020,,15,11.0,0.0,5.6
Katerina Stoupas,bishops,2020,,21,1.0,1.0,24.0
Marie Berrouette,bishops,2020,,22,13.0,12.0,31.1
